D,L,P,G,X,DH,CHF,T
0.00581,1,13720,3353,0.007,712,3494,197.86
0.00581,1,13720,3353,0.031,616,3162,219.33
0.00581,1,13720,3353,0.058,517,2836,240.86
0.00581,1,13720,3353,0.087,425,2542,260.19
0.00581,1,13720,3353,0.119,321,2216,281.07
0.00581,1,13720,3353,0.141,210,1807,301.89
0.00581,1,13720,3353,0.186,92,1475,321.79
0.00581,1,13720,5051,-0.128,1140,7292,97.74
0.00581,1,13720,5051,-0.105,1056,6861,117.76
0.00581,1,13720,5030,-0.075,967,6419,138.83
0.00581,1,13720,5030,-0.068,885,5884,158.07
0.00581,1,13720,5030,-0.043,799,5469,178
0.00581,1,13720,5030,-0.025,705,4939,199.44
0.00581,1,13720,5030,-0.001,618,4504,218.88
0.00581,1,13720,5030,0.023,520,3986,240.22
0.00581,1,13720,5030,0.051,425,3526,260.19
0.00581,1,13720,5030,0.077,324,3008,280.49
0.00581,1,13720,5030,0.106,221,2503,299.91
0.00581,1,13720,5030,0.159,104,2075,319.89
0.00578,2,13720,1493,0.181,1220,1517,78.57
0.00578,2,13720,1493,0.208,1145,1466,96.54
0.00578,2,13720,1493,0.219,1056,1386,117.76
0.00578,2,13720,1493,0.238,971,1316,137.89
0.00578,2,13720,1493,0.263,889,1258,157.13
0.00578,2,13720,1493,0.276,797,1175,178.46
0.00578,2,13720,1493,0.312,707,1123,198.99
0.00578,2,13720,1493,0.32,621,1040,218.22
0.00578,2,13720,1493,0.334,522,953,239.79
0.00578,2,13720,1493,0.342,425,861,260.19
0.00578,2,13720,1493,0.364,321,774,281.07
0.00578,2,13720,1493,0.389,221,701,299.91
0.00578,2,13720,1493,0.408,98,591,320.84
0.00578,2,13720,1588,0.372,221,726,299.91
0.00578,2,13720,2118,0.303,221,851,299.91
0.00578,2,13720,3441,-0.018,1393,3384,36.94
0.00578,2,13720,3441,-0.005,1304,3198,58.38
0.00578,2,13720,3441,0.017,1224,3065,77.61
0.00578,2,13720,3441,0.027,1140,2886,97.74
0.00578,2,13720,3441,0.044,1060,2731,116.81
0.00578,2,13720,3441,0.057,975,2556,136.95
0.00578,2,13720,3441,0.067,885,2360,158.07
0.00578,2,13720,3441,0.088,797,2203,178.46
0.00578,2,13720,3441,0.097,707,2011,198.99
0.00578,2,13720,3441,0.107,621,1825,218.22
0.00578,2,13720,3441,0.133,522,1656,239.79
0.00578,2,13720,3441,0.161,430,1508,259.16
0.00578,2,13720,3441,0.194,329,1351,279.51
0.00578,2,13720,3441,0.217,215,1139,300.99
0.00578,2,13720,3441,0.252,104,960,319.89
0.00578,2,13720,3706,0.199,221,1190,299.91
0.00578,2,13720,3706,0.198,215,1172,300.99
0.00578,2,13720,4235,0.21,221,1396,299.91
0.00578,2,13720,4235,0.205,221,1376,299.91
0.00578,2,13720,4764,0.21,221,1563,299.91
0.00578,2,13720,4966,0.002,1056,3756,117.76
0.00578,2,13720,4966,0.018,973,3523,137.42
0.00578,2,13720,4997,0.031,880,3268,159.23
0.00578,2,13720,4997,0.047,793,3027,179.38
0.00578,2,13720,4997,0.059,703,2755,199.89
0.00578,2,13720,4997,0.082,611,2521,220.43
0.00578,2,13720,5029,0.111,527,2351,238.72
0.00578,2,13720,5029,0.12,430,2043,259.16
0.00578,2,13720,5029,0.162,318,1809,281.66
0.00578,2,13720,5029,0.195,215,1579,300.99
0.00578,2,13720,5050,0.24,98,1335,320.84
0.00578,3,13720,1493,0.216,1224,1043,77.61
0.00578,3,13720,1493,0.244,1136,1002,98.69
0.00578,3,13720,1493,0.276,1052,965,118.71
0.00578,3,13720,1493,0.298,971,924,137.89
0.00578,3,13720,1493,0.312,880,872,159.23
0.00578,3,13720,1493,0.312,793,809,179.38
0.00578,3,13720,1493,0.326,703,755,199.89
0.00578,3,13720,1493,0.339,616,707,219.33
0.00578,3,13720,1493,0.369,527,666,238.72
0.00578,3,13720,1493,0.383,430,608,259.16
0.00578,3,13720,1493,0.405,324,551,280.49
0.00578,3,13720,1493,0.413,221,487,299.91
0.00578,3,13720,1493,0.421,104,409,319.89
0.00578,3,13720,1493,0.402,41,345,329.44
0.00578,3,13720,3335,0.111,1229,2151,76.41
0.00578,3,13720,3335,0.094,1140,1988,97.74
0.00578,3,13720,3335,0.128,1060,1915,116.81
0.00578,3,13720,3335,0.128,971,1771,137.89
0.00578,3,13720,3335,0.15,889,1679,157.13
0.00578,3,13720,3335,0.14,795,1515,178.92
0.00578,3,13720,3335,0.166,707,1421,198.99
0.00578,3,13720,3335,0.166,616,1278,219.33
0.00578,3,13720,3335,0.198,527,1192,238.72
0.00578,3,13720,3335,0.23,428,1100,259.58
0.00578,3,13720,3335,0.257,329,982,279.51
0.00578,3,13720,3335,0.263,221,826,299.91
0.00578,3,13720,3335,0.308,104,717,319.89
0.00578,3,13720,3335,0.321,28,610,331.28
0.00578,3,13720,4997,0.046,1224,3047,77.61
0.00578,3,13720,4997,0.05,1145,2860,96.54
0.00578,3,13720,4997,0.065,1056,2686,117.76
0.00578,3,13720,4997,0.065,971,2488,137.89
0.00578,3,13720,4997,0.098,885,2360,158.07
0.00578,3,13720,4997,0.115,793,2186,179.38
0.00578,3,13720,4997,0.137,707,2053,198.99
0.00578,3,13720,4997,0.158,616,1891,219.33
0.00578,3,13720,5029,0.175,527,1737,238.72
0.00578,3,13720,5029,0.215,425,1600,260.19
0.00578,3,13720,5029,0.242,324,1429,280.49
0.00578,3,13720,5050,0.283,215,1288,300.99
0.00578,3,13720,5050,0.343,104,1175,319.89
0.00578,3,13720,5050,0.351,35,1018,330.3
0.00585,4,13720,1499,0.324,1393,949,36.94
0.00585,4,13720,1499,0.295,1308,886,57.42
0.00585,4,13720,1499,0.303,1222,844,78.09
0.00585,4,13720,1499,0.311,1140,804,97.74
0.00585,4,13720,1499,0.319,1054,762,118.24
0.00585,4,13720,1499,0.332,967,723,138.83
0.00585,4,13720,1499,0.348,885,688,158.07
0.00585,4,13720,1499,0.385,703,611,199.89
0.00585,4,13720,1499,0.393,616,568,219.33
0.00585,4,13720,1499,0.382,527,515,238.72
0.00585,4,13720,1499,0.364,420,447,261.22
0.00585,4,13720,1499,0.392,324,412,280.49
0.00585,4,13720,1499,0.404,215,361,300.99
0.00585,4,13720,1499,0.406,104,303,319.89
0.00585,4,13720,1499,0.415,28,264,331.28
0.00585,4,13720,3308,0.137,1393,1850,36.94
0.00585,4,13720,3308,0.15,1313,1772,56.22
0.00585,4,13720,3308,0.16,1224,1680,77.61
0.00585,4,13720,3308,0.171,1140,1593,97.74
0.00585,4,13720,3308,0.185,1056,1509,117.76
0.00585,4,13720,3308,0.205,971,1432,137.89
0.00585,4,13720,3308,0.214,885,1343,158.07
0.00585,4,13720,3308,0.208,793,1224,179.38
0.00585,4,13720,3308,0.224,707,1144,198.99
0.00585,4,13720,3308,0.252,611,1066,220.43
0.00585,4,13720,3308,0.273,517,983,240.86
0.00585,4,13720,3308,0.289,425,895,260.19
0.00585,4,13720,3308,0.323,324,819,280.49
0.00585,4,13720,3308,0.322,221,697,299.91
0.00585,4,13720,3318,0.3,210,658,301.89
0.00585,4,13720,3318,0.316,104,550,319.89
0.00585,4,13720,3318,0.336,35,489,330.3
0.00585,4,13720,4982,0.082,1224,2372,77.61
0.00585,4,13720,4982,0.088,1136,2221,98.69
0.00585,4,13720,4982,0.122,1052,2139,118.71
0.00585,4,13720,4982,0.139,975,2035,136.95
0.00585,4,13720,4982,0.159,885,1913,158.07
0.00585,4,13720,5013,0.16,797,1770,178.46
0.00585,4,13720,5013,0.177,707,1640,198.99
0.00585,4,13720,5013,0.199,616,1521,219.33
0.00585,4,13720,5013,0.226,517,1397,240.86
0.00585,4,13720,5013,0.253,425,1285,260.19
0.00585,4,13720,5013,0.281,324,1158,280.49
0.00585,4,13720,5003,0.324,221,1058,299.91
0.00585,4,13720,5013,0.372,104,943,319.89
0.00585,4,13720,5013,0.384,35,835,330.3
0.00585,5,13720,1499,0.358,1056,629,117.76
0.00585,5,13720,1499,0.425,971,623,137.89
0.00585,5,13720,1499,0.426,885,587,158.07
0.00585,5,13720,1499,0.406,797,539,178.46
0.00585,5,13720,1499,0.389,705,491,199.44
0.00585,5,13720,1499,0.377,614,447,219.77
0.00585,5,13720,1499,0.399,522,418,239.79
0.00585,5,13720,1499,0.392,425,373,260.19
0.00585,5,13720,1499,0.379,324,323,280.49
0.00585,5,13720,1499,0.351,215,264,300.99
0.00585,5,13720,3339,0.199,1056,1232,117.76
0.00585,5,13720,3339,0.194,971,1145,137.89
0.00585,5,13720,3339,0.188,885,1056,158.07
0.00585,5,13720,3359,0.199,797,990,178.46
0.00585,5,13720,3359,0.188,707,892,198.99
0.00585,5,13720,3359,0.203,616,818,219.33
0.00585,5,13720,3359,0.227,522,754,239.79
0.00585,5,13720,3359,0.249,425,685,260.19
0.00585,5,13720,3359,0.285,324,625,280.49
0.00585,5,13720,3359,0.288,215,526,300.99
0.00585,5,13720,3359,0.3,152,476,312.01
0.00585,5,13720,3359,0.311,98,434,320.84
0.00585,5,13720,3359,0.348,35,409,330.3
0.00585,5,13720,5054,0.13,1056,1756,117.76
0.00585,5,13720,5054,0.154,971,1663,137.89
0.00585,5,13720,5054,0.168,885,1558,158.07
0.00585,5,13720,5054,0.184,797,1453,178.46
0.00585,5,13720,5034,0.209,712,1372,197.86
0.00585,5,13720,5034,0.216,611,1240,220.43
0.00585,5,13720,5013,0.262,527,1188,238.72
0.00585,5,13720,4941,0.288,425,1067,260.19
0.00585,5,13720,4941,0.331,324,992,280.49
0.00585,5,13720,4941,0.354,215,875,300.99
0.00585,5,13720,4941,0.398,104,785,319.89
0.00585,5,13720,4941,0.43,28,718,331.28
0.00585,6,13720,1499,0.398,967,508,138.83
0.00585,6,13720,1499,0.41,883,482,158.53
0.00585,6,13720,1499,0.399,795,446,178.92
0.00585,6,13720,1499,0.406,707,417,198.99
0.00585,6,13720,1499,0.366,616,369,219.33
0.00585,6,13720,1499,0.36,522,333,239.79
0.00585,6,13720,1499,0.371,425,303,260.19
0.00585,6,13720,1499,0.366,324,265,280.49
0.00585,6,13720,1499,0.369,210,225,301.89
0.00585,6,13720,3380,0.234,975,1005,136.95
0.00585,6,13720,3380,0.229,885,928,158.07
0.00585,6,13720,3380,0.221,797,848,178.46
0.00585,6,13720,3370,0.253,707,802,198.99
0.00585,6,13720,3370,0.264,616,738,219.33
0.00585,6,13720,3370,0.281,522,678,239.79
0.00585,6,13720,3370,0.29,428,609,259.58
0.00585,6,13720,3370,0.315,318,544,281.66
0.00585,6,13720,3349,0.351,221,495,299.91
0.00585,6,13720,3349,0.404,95,439,321.32
0.00585,6,13720,4899,0.174,971,1374,137.89
0.00585,6,13720,4930,0.174,885,1280,158.07
0.00585,6,13720,4920,0.192,797,1197,178.46
0.00585,6,13720,4899,0.227,707,1133,198.99
0.00585,6,13720,4930,0.246,616,1058,219.33
0.00585,6,13720,4910,0.275,522,981,239.79
0.00585,6,13720,4982,0.285,527,1015,238.72
0.00585,6,13720,4899,0.329,420,930,261.22
0.00585,6,13720,4982,0.323,425,944,260.19
0.00585,6,13720,4982,0.355,329,871,279.51
0.00782,0.25,13720,1013,-0.382,1229,6383,76.41
0.00782,0.25,13720,1013,-0.336,1136,6042,98.69
0.00782,0.25,13720,1013,-0.333,1056,5437,117.76
0.00782,0.25,13720,1013,-0.296,971,5076,137.89
0.00782,0.25,13720,1013,-0.258,889,4774,157.13
0.00782,0.25,13720,1013,-0.214,797,4433,178.46
0.00782,0.25,13720,1013,-0.177,703,4015,199.89
0.00782,0.25,13720,1013,-0.148,611,3561,220.43
0.00782,0.25,13720,1013,-0.104,517,3201,240.86
0.00782,0.25,13720,1013,-0.046,425,2973,260.19
0.00782,0.25,13720,1504,-0.416,1145,8051,96.54
0.00782,0.25,13720,1504,-0.412,1052,7028,118.71
0.00782,0.25,13720,1504,-0.386,967,6346,138.83
0.00782,0.25,13720,1504,-0.334,885,6062,158.07
0.00782,0.25,13720,1504,-0.321,801,5266,177.54
0.00782,0.25,13720,1504,-0.264,707,4906,198.99
0.00782,0.25,13720,1504,-0.192,616,4774,219.33
0.00782,0.25,13720,1504,-0.156,522,4148,239.79
0.00782,0.25,13720,1504,-0.122,425,3466,260.19
0.00782,0.25,13720,1504,-0.068,329,3030,279.51
0.00782,0.25,13720,1504,-0.012,221,2538,299.91
0.00782,0.25,13720,1990,-0.403,889,6915,157.13
0.00782,0.25,13720,1990,-0.346,793,6422,179.38
0.00782,0.25,13720,1990,-0.316,712,5664,197.86
0.00782,0.25,13720,1990,-0.254,616,5266,219.33
0.00782,0.25,13720,1990,-0.2,527,4811,238.72
0.00782,0.25,13720,1990,-0.148,425,4148,260.19
0.00782,0.25,13720,1990,-0.096,329,3542,279.51
0.00782,0.25,13720,1990,-0.027,215,3012,300.99
0.00782,0.25,13720,3002,-0.29,611,6915,220.43
0.00782,0.25,13720,3002,-0.23,517,6289,240.86
0.00782,0.25,13720,3002,-0.182,428,5455,259.58
0.00782,0.25,13720,3002,-0.123,318,4451,281.66
0.00775,1.39,13720,996,0.297,799,1546,178
0.0077,1.555,13720,1498,0.307,224,1046,299.36
0.00798,1.65,13720,1245,0.334,300,1011,285.14
0.00798,1.65,13720,1272,0.326,276,976,289.72
0.00798,1.65,13720,1439,0.265,349,1116,275.57
0.00798,1.65,13720,1878,0.262,161,1035,310.48
0.00798,1.65,13720,1939,0.265,170,1093,308.93
0.00798,1.65,13720,2433,0.245,28,872,331.28
0.00777,1.65,13720,2789,0.222,61,1011,326.52
0.00795,2,13720,985,0.219,1393,1581,36.94
0.00795,2,13720,985,0.248,1308,1535,57.42
0.00795,2,13720,985,0.248,1229,1453,76.41
0.00795,2,13720,985,0.279,1136,1395,98.69
0.00795,2,13720,985,0.273,1060,1314,116.81
0.00795,2,13720,985,0.276,975,1232,136.95
0.00795,2,13720,985,0.29,880,1161,159.23
0.00795,2,13720,985,0.306,797,1097,178.46
0.00795,2,13720,985,0.323,707,1030,198.99
0.00795,2,13720,985,0.354,611,971,220.43
0.00795,2,13720,985,0.37,527,907,238.72
0.00795,2,13720,985,0.381,425,825,260.19
0.00795,2,13720,985,0.385,324,728,280.49
0.00795,2,13720,1495,0.059,1384,2139,39.11
0.00795,2,13720,1495,0.078,1308,2058,57.42
0.00795,2,13720,1495,0.085,1224,1942,77.61
0.00795,2,13720,1495,0.105,1136,1849,98.69
0.00795,2,13720,1495,0.132,1056,1767,117.76
0.00795,2,13720,1495,0.132,971,1651,137.89
0.00795,2,13720,1495,0.139,885,1535,158.07
0.00795,2,13720,1495,0.166,793,1442,179.38
0.00795,2,13720,1495,0.185,712,1349,197.86
0.00795,2,13720,1495,0.195,616,1221,219.33
0.00795,2,13720,1495,0.208,522,1111,239.79
0.00795,2,13720,1495,0.25,420,1029,261.22
0.00795,2,13720,2004,0.003,1306,2581,57.9
0.00795,2,13720,2004,0.026,1224,2477,77.61
0.00795,2,13720,2004,0.046,1136,2337,98.69
0.00795,2,13720,2004,0.058,1060,2221,116.81
0.00795,2,13720,2004,0.079,967,2081,138.83
0.00795,2,13720,2004,0.105,885,1965,158.07
0.00795,2,13720,2004,0.119,793,1825,179.38
0.00795,2,13720,2004,0.143,712,1721,197.86
0.00795,2,13720,2004,0.148,710,1721,198.31
0.00795,2,13720,2004,0.121,703,1651,199.89
0.00795,2,13720,2004,0.129,616,1500,219.33
0.00795,2,13720,2004,0.174,616,1593,219.33
0.00795,2,13720,2004,0.155,520,1372,240.22
0.00795,2,13720,2004,0.178,430,1244,259.16
0.00795,2,13720,2004,0.212,425,1302,260.19
0.00795,2,13720,2004,0.213,329,1119,279.51
0.00795,2,13720,2787,0.004,1143,3151,97.02
0.00795,2,13720,2771,0.012,967,2674,138.83
0.00795,2,13720,2771,0.035,885,2512,158.07
0.00795,2,13720,2771,0.068,797,2372,178.46
0.00795,2,13720,2759,0.071,700,2128,200.57
0.00795,2,13720,2765,0.095,616,1965,219.33
0.00795,2,13720,2765,0.115,522,1779,239.79
0.00795,2,13720,2765,0.138,430,1593,259.16
0.00795,2,13720,2765,0.172,324,1418,280.49
0.0077,2.1,13720,1528,0.252,532,1116,237.64
0.0077,2.1,13720,1546,0.269,372,942,270.98
0.0077,2.1,13720,1522,0.28,367,930,271.98
0.0077,2.1,13720,1528,0.325,213,802,301.35
0.00805,1,13720,1005,0.246,425,1407,260.19
0.00805,1,13720,1005,0.267,321,1244,281.07
0.00805,1,13720,1005,0.297,221,1112,299.91
0.00805,1,13720,1005,0.336,98,950,320.84
0.00805,1,13720,1507,0.135,425,1732,260.19
0.00805,1,13720,1507,0.155,324,1500,280.49
0.00805,1,13720,1507,0.196,215,1325,300.99
0.00805,1,13720,1507,0.228,98,1071,320.84
0.00805,1,13720,2014,0.074,425,2058,260.19
0.00805,1,13720,2014,0.094,318,1721,281.66
0.00805,1,13720,2014,0.131,221,1500,299.91
0.00805,1,13720,2014,0.18,98,1221,320.84
0.00805,1,13720,2773,0.037,430,2616,259.16
0.00805,1,13720,2773,0.068,318,2209,281.66
0.00805,1,13720,2773,0.097,215,1837,300.99
0.00805,1,13720,2773,0.148,104,1477,319.89
0.00805,1,13720,3330,0.011,425,2930,260.19
0.00805,1,13720,3330,0.042,324,2500,280.49
0.00805,1,13720,3330,0.08,221,2105,299.91
0.00805,1,13720,3330,0.127,98,1639,320.84
0.00805,2,13720,999,0.369,425,829,260.19
0.00805,2,13720,999,0.385,324,747,280.49
0.00805,2,13720,999,0.412,215,674,300.99
0.00805,2,13720,999,0.446,98,593,320.84
0.00805,2,13720,1452,0.265,425,1046,260.19
0.00805,2,13720,1452,0.287,324,930,280.49
0.00805,2,13720,1452,0.273,215,758,300.99
0.00805,2,13720,1452,0.325,98,673,320.84
0.00805,2,13720,2009,0.176,425,1256,260.19
0.00805,2,13720,2009,0.226,318,1146,281.66
0.00805,2,13720,2009,0.239,215,976,300.99
0.00805,2,13720,2009,0.247,98,755,320.84
0.00805,2,13720,2784,0.12,420,1546,261.22
0.00805,2,13720,2784,0.144,324,1360,280.49
0.00805,2,13720,2784,0.164,215,1123,300.99
0.00805,2,13720,2784,0.199,98,903,320.84
0.00805,2,13720,3330,0.102,425,1802,260.19
0.00805,2,13720,3330,0.113,324,1511,280.49
0.00805,2,13720,3330,0.151,215,1302,300.99
0.00805,2,13720,3297,0.199,92,1046,321.79
0.00803,3,13720,1021,0.435,425,612,260.19
0.00803,3,13720,1021,0.447,324,557,280.49
0.00803,3,13720,1021,0.448,215,484,300.99
0.00803,3,13720,1021,0.439,98,396,320.84
0.00803,3,13720,1487,0.292,425,739,260.19
0.00803,3,13720,1487,0.316,324,668,280.49
0.00803,3,13720,1487,0.349,215,596,300.99
0.00803,3,13720,1487,0.386,98,522,320.84
0.00803,3,13720,2041,0.204,425,887,260.19
0.00803,3,13720,2041,0.223,324,779,280.49
0.00803,3,13720,2041,0.261,215,690,300.99
0.00803,3,13720,2041,0.296,98,583,320.84
0.00803,3,13720,2803,0.167,425,1139,260.19
0.00803,3,13720,2803,0.186,324,992,280.49
0.00803,3,13720,2803,0.217,215,858,300.99
0.00803,3,13720,2803,0.255,98,716,320.84
0.00803,3,13720,3313,0.157,425,1325,260.19
0.00803,3,13720,3313,0.186,318,1161,281.66
0.00803,3,13720,3324,0.21,210,990,301.89
0.00803,3,13720,3324,0.252,98,842,320.84
0.00803,4,13720,993,0.457,425,458,260.19
0.00803,4,13720,993,0.436,324,398,280.49
0.00803,4,13720,993,0.451,215,354,300.99
0.00803,4,13720,993,0.446,98,294,320.84
0.00803,4,13720,1509,0.2,1308,1147,57.42
0.00803,4,13720,1509,0.203,1224,1088,77.61
0.00803,4,13720,1509,0.209,1136,1026,98.69
0.00803,4,13720,1509,0.224,1056,980,117.76
0.00803,4,13720,1509,0.33,430,595,259.16
0.00803,4,13720,1509,0.358,313,532,282.63
0.00803,4,13720,1509,0.379,215,479,300.99
0.00803,4,13720,1509,0.375,98,386,320.84
0.00803,4,13720,2035,0.253,425,712,260.19
0.00803,4,13720,2003,0.282,324,637,280.49
0.00803,4,13720,1992,0.309,215,555,300.99
0.00803,4,13720,1992,0.331,98,462,320.84
0.00803,4,13720,2787,0.197,425,893,260.19
0.00803,4,13720,2787,0.225,324,796,280.49
0.00803,4,13720,2787,0.251,215,689,300.99
0.00803,4,13720,2787,0.285,104,588,319.89
0.00803,6,13720,999,0.439,752,409,188.77
0.00803,6,13720,999,0.417,698,383,201.02
0.00803,6,13720,999,0.44,653,377,211.11
0.00803,6,13720,999,0.447,616,367,219.33
0.00803,6,13720,1004,0.424,560,343,231.59
0.00803,6,13720,999,0.417,522,326,239.79
0.00803,6,13720,999,0.415,464,305,252.09
0.00803,6,13720,999,0.42,425,294,260.19
0.00803,6,13720,999,0.412,375,274,270.38
0.00803,6,13720,999,0.422,324,262,280.49
0.00803,6,13720,999,0.401,281,240,288.77
0.00803,6,13720,999,0.431,198,225,304.03
0.00803,6,13720,1981,0.346,297,458,285.71
0.00803,6,13720,1997,0.336,243,419,295.88
0.00803,6,13720,1997,0.332,187,380,305.97
0.00803,6,13720,1997,0.337,140,352,314.02
0.00803,6,13720,2008,0.329,104,324,319.89
0.00803,6,13720,1997,0.327,67,295,325.62
0.00803,6,13720,1997,0.326,35,272,330.3
0.0082,5.37,13720,1026,0.436,1384,722,39.11
0.0082,5.37,13720,1026,0.436,1308,693,57.42
0.0082,5.37,13720,1026,0.437,1224,660,77.61
0.0082,5.37,13720,1026,0.44,1140,630,97.74
0.0082,5.37,13720,1026,0.456,1052,602,118.71
0.0082,5.37,13720,1026,0.46,971,572,137.89
0.0082,5.37,13720,1026,0.481,885,547,158.07
0.0082,5.37,13720,1026,0.489,797,517,178.46
0.0082,5.37,13720,1026,0.484,707,481,198.99
0.0082,5.37,13720,1026,0.476,616,441,219.33
0.0082,5.37,13720,1026,0.488,522,411,239.79
0.0082,5.37,13720,1026,0.492,474,394,249.99
0.0082,5.37,13720,1026,0.468,425,366,260.19
0.0082,5.37,13720,1026,0.453,375,339,270.38
0.0082,5.37,13720,1026,0.452,324,319,280.49
0.0082,5.37,13720,1026,0.441,270,295,290.85
0.0082,5.37,13720,1026,0.457,215,281,300.99
0.0082,5.37,13720,1026,0.434,158,248,310.99
0.0082,5.37,13720,1026,0.435,98,225,320.84
0.0082,5.37,13720,1510,0.3,1103,817,106.57
0.0082,5.37,13720,1510,0.313,1056,798,117.76
0.0082,5.37,13720,1510,0.316,1014,776,127.73
0.0082,5.37,13720,1505,0.32,971,752,137.89
0.0082,5.37,13720,1505,0.331,928,735,148.01
0.0082,5.37,13720,1505,0.346,885,719,158.07
0.0082,5.37,13720,1505,0.343,837,690,169.23
0.0082,5.37,13720,1505,0.342,793,665,179.38
0.0082,5.37,13720,1505,0.345,752,644,188.77
0.0082,5.37,13720,1505,0.359,707,626,198.99
0.0082,5.37,13720,1505,0.366,662,608,209.1
0.0082,5.37,13720,1505,0.371,569,557,229.63
0.0082,5.37,13720,1505,0.393,522,544,239.79
0.0082,5.37,13720,1505,0.397,474,521,249.99
0.0082,5.37,13720,1505,0.407,430,503,259.16
0.0082,5.37,13720,1505,0.414,375,474,270.38
0.0082,5.37,13720,1505,0.414,324,448,280.49
0.0082,5.37,13720,1505,0.421,270,419,290.85
0.0082,5.37,13720,1505,0.419,215,388,300.99
0.0082,5.37,13720,1505,0.409,158,350,310.99
0.0082,5.37,13720,1505,0.394,98,305,320.84
0.0082,5.37,13720,1505,0.376,35,255,330.3
0.0082,5.34,13720,2015,0.282,698,774,201.02
0.0082,5.34,13720,2015,0.297,616,723,219.33
0.0082,5.34,13720,2015,0.295,522,651,239.79
0.0082,5.34,13720,1994,0.324,425,595,260.19
0.0082,5.34,13720,1999,0.322,375,558,270.38
0.0082,5.34,13720,1989,0.334,324,526,280.49
0.0082,5.34,13720,1989,0.345,270,496,290.85
0.0082,5.34,13720,1984,0.358,215,465,300.99
0.0082,5.34,13720,1973,0.378,158,436,310.99
0.0082,5.34,13720,1973,0.393,122,421,316.99
0.0082,5.34,13720,1973,0.384,98,395,320.84
0.0082,5.34,13720,1973,0.396,61,374,326.52
0.0082,5.34,13720,1973,0.382,35,343,330.3
0.0082,5.37,13720,2357,0.238,662,824,209.1
0.0082,5.37,13720,2299,0.302,365,609,272.38
0.0082,5.37,13720,2289,0.306,324,575,280.49
0.0082,5.37,13720,2289,0.323,270,546,290.85
0.0082,5.37,13720,2278,0.334,210,503,301.89
0.0082,5.37,13720,2268,0.351,158,473,310.99
0.0082,5.37,13720,2268,0.357,104,431,319.89
0.0082,5.37,13720,2268,0.358,35,368,330.3
0.0082,5.37,13720,2268,0.349,8,334,334.02
0.0082,6,13720,1000,0.456,1452,658,22.7
0.0082,6,13720,1000,0.45,1342,619,49.23
0.0082,6,13720,1000,0.441,1241,583,73.53
0.0082,6,13720,984,0.454,1048,516,119.66
0.0082,6,13720,1000,0.449,832,450,170.38
0.0082,6,13720,1000,0.443,698,402,201.02
0.0082,6,13720,1010,0.442,517,344,240.86
0.0082,6,13720,1000,0.433,344,280,276.56
0.0082,6,13720,1000,0.411,215,229,300.99
0.0082,6,13720,2730,0.285,474,731,249.99
0.0082,6,13720,2762,0.277,522,776,239.79
0.0082,6,13720,2757,0.291,405,680,264.3
0.0082,6,13720,2757,0.284,344,617,276.56
0.0082,6,13720,2757,0.291,281,566,288.77
0.0082,6,13720,2757,0.315,193,510,304.92
0.0082,6,13720,2757,0.347,98,454,320.84
0.0082,6,13720,2767,0.352,35,398,330.3
0.01105,1,13720,962,0.019,1136,3049,98.69
0.01105,1,13720,962,0.013,1052,2807,118.71
0.01105,1,13720,962,0.034,967,2643,138.83
0.01105,1,13720,962,0.057,880,2486,159.23
0.01105,1,13720,962,0.084,793,2331,179.38
0.01105,1,13720,962,0.085,707,2114,198.99
0.01105,1,13720,962,0.095,618,1909,218.88
0.01105,1,13720,962,0.125,522,1749,239.79
0.01105,1,13720,962,0.153,430,1587,259.16
0.01105,1,13720,962,0.19,324,1420,280.49
0.01105,1,13720,962,0.225,221,1256,299.91
0.01105,1,13720,962,0.28,98,1088,320.84
0.0108,1,13720,1526,0.049,425,1977,260.19
0.0108,1,13720,1526,0.086,329,1752,279.51
0.0108,1,13720,1526,0.128,215,1488,300.99
0.0108,1,13720,2011,0.014,425,2398,260.19
0.0108,1,13720,2011,0.046,326,2061,280.1
0.0108,1,13720,2011,0.088,215,1729,300.99
0.0108,1,13720,2723,0.051,215,2048,300.99
0.0108,1,13720,2711,0.112,98,1659,320.84
0.0108,1,13720,2745,-0.083,616,3872,219.33
0.0108,1,13720,2748,-0.062,527,3413,238.72
0.0108,1,13720,2733,-0.024,425,2952,260.19
0.0108,1,13720,2733,0.026,329,2662,279.51
0.0108,1,13720,2766,0.006,318,2465,281.66
0.0108,1,13720,2757,0.048,221,2093,299.91
0.0108,2,13720,504,0.538,324,618,280.49
0.0108,2,13720,504,0.588,221,588,299.91
0.0108,2,13720,546,0.344,1140,1108,97.74
0.0108,2,13720,546,0.356,1052,1053,118.71
0.0108,2,13720,546,0.391,967,1018,138.83
0.0108,2,13720,546,0.404,885,969,158.07
0.0108,2,13720,546,0.421,797,921,178.46
0.0108,2,13720,546,0.449,707,876,198.99
0.0108,2,13720,546,0.458,616,818,219.33
0.0108,2,13720,546,0.479,527,771,238.72
0.0108,2,13720,546,0.495,430,714,259.16
0.0108,2,13720,546,0.531,318,661,281.66
0.0108,2,13720,995,0.319,326,908,280.1
0.0108,2,13720,995,0.331,215,781,300.99
0.0108,2,13720,1001,0.134,1140,1721,97.74
0.0108,2,13720,1001,0.148,1054,1628,118.24
0.0108,2,13720,1001,0.168,971,1546,137.89
0.0108,2,13720,1001,0.194,885,1465,158.07
0.0108,2,13720,1001,0.205,801,1372,177.54
