,D,L,P,G,X,DH,CHF,T
12348,0.00798,1.65,17650000.0,3811.0,0.062,485000.0,2488000.0,553.14
3860,0.01,2.0,13720000.0,1963.0,0.248,70000.0,840000.0,598.3199999999999
22722,0.00811,2.0,3010000.0,502.0,0.933,443000.0,1078000.0,407.37
22951,0.00811,3.0,7010000.0,755.3,0.864,49000.0,689000.0,549.8299999999999
24221,0.006,1.5,301000.0,149.0,0.842,99000.0,287000.0,383.47999999999996
344,0.0104,3.8,11760000.0,2453.0,0.124,692000.0,1395000.0,457.98
804,0.0152,2.456,5011000.0,2930.0,0.335,-168793.0,1702000.0,537.23
18467,0.008,1.6,14700000.0,3207.0,0.207,66000.0,1140000.0,604.98
12720,0.01075,6.0,17650000.0,1540.0,0.364,485000.0,540000.0,553.14
5006,0.00998,1.0,4021000.0,279.0,0.879,609000.0,1469000.0,386.88
4110,0.01001,3.0,15690000.0,2845.0,0.27,172000.0,1039000.0,595.21
10582,0.0082,5.37,13720000.0,1026.0,0.452,324000.0,319000.0,553.64
13655,0.01,2.0,14000000.0,465.0,0.544,1134000.0,997000.0,374.9
7492,0.007,0.56,6941000.0,2411.0,0.233,124000.0,3510000.0,534.3599999999999
17001,0.008,0.79,9800000.0,989.0,0.194,855000.0,2701000.0,401.15
20684,0.00801,3.0,9810000.0,497.0,0.78,656000.0,559000.0,447.7
13949,0.01,2.0,20000000.0,6639.0,0.19,120000.0,1978000.0,630.05
16989,0.008,0.78,9800000.0,1000.0,0.394,216000.0,1900000.0,543.03
23741,0.00798,6.0,12040000.0,2509.2,0.3,69000.0,354000.0,587.37
9221,0.00803,4.0,9800000.0,1509.0,0.423,57000.0,465000.0,572.94
9386,0.0151,6.0,9800000.0,1023.0,0.499,165000.0,547000.0,553.01
5946,0.00935,2.007,6960000.0,2025.0,0.41,298000.0,2160000.0,498.09
18818,0.008,0.78,17700000.0,2700.0,-0.083,429000.0,2597000.0,564.49
8414,0.00782,0.25,6860000.0,1504.0,-0.04,666000.0,6990000.0,413.39
24229,0.006,1.65,508000.0,101.0,0.779,520000.0,198000.0,302.31
1863,0.01,2.5,863000.0,411.0,0.688,482000.0,776000.0,333.35999999999996
8395,0.00585,6.0,6860000.0,3349.0,0.396,666000.0,1030000.0,413.39
9833,0.0082,6.0,11760000.0,2799.0,0.307,229000.0,572000.0,556.71
14492,0.01,4.966,12000000.0,3687.0,0.148,520000.0,1278000.0,498.63
4837,0.0128,1.93,5171000.0,2617.0,0.172,411000.0,2997000.0,450.65999999999997
9749,0.00803,4.0,11760000.0,1992.0,0.319,142000.0,525000.0,572.8499999999999
13254,0.01,1.0,10000000.0,444.0,0.592,943000.0,1914000.0,382.30999999999995
20615,0.00781,3.0,6860000.0,1996.0,0.443,701000.0,1782000.0,405.15999999999997
15607,0.0077,2.6,14710000.0,3166.7,0.201,263000.0,1093000.0,572.65
23669,0.00798,6.0,2010000.0,1257.2,0.534,45000.0,441000.0,475.86
8608,0.00581,1.0,7840000.0,5051.0,0.035,546000.0,4370000.0,452.46999999999997
2120,0.01,1.75,2236000.0,893.0,0.594,464000.0,2012000.0,385.0
1630,0.00996,0.96,1108000.0,1284.0,0.368,313000.0,3493000.0,384.89
6144,0.00953,3.048,6964000.0,2061.1,0.395,465000.0,1709800.0,461.04999999999995
2458,0.00998,0.4,3040000.0,1234.0,-0.001,890000.0,6842000.0,301.54999999999995
11233,0.00787,6.0,14710000.0,1508.0,0.326,1006000.0,657000.0,411.79999999999995
22704,0.00811,2.0,2010000.0,2947.3,0.331,46000.0,2006000.0,475.64
16168,0.008,0.78,2940000.0,2700.0,0.234,217000.0,4424000.0,458.15
4109,0.01001,3.0,15690000.0,2457.0,0.276,169000.0,897000.0,595.69
11750,0.00805,2.0,15690000.0,1452.0,0.242,502000.0,1076000.0,533.45
19690,0.00785,1.0,6770000.0,1987.0,0.12,927000.0,4310000.0,350.35999999999996
23235,0.00811,3.66,14000000.0,2010.0,0.252,545000.0,905000.0,510.34999999999997
1471,0.00993,1.04,1108000.0,218.0,0.867,257000.0,1035000.0,398.09999999999997
5507,0.00601,1.0,3040000.0,656.0,0.848,624000.0,2111000.0,365.16999999999996
16048,0.008,0.79,2940000.0,995.0,0.546,499000.0,3638000.0,392.75
23838,0.008,1.75,7025000.0,5296.0,0.18,110688.0,2307000.0,537.9
20162,0.00801,1.0,13730000.0,2000.0,-0.046,780000.0,2890000.0,455.61
15203,0.0126,3.66,6870000.0,1944.4,0.419,60000.0,1151000.0,546.3
15304,0.0107,5.0,7850000.0,1008.3,0.664,268000.0,666000.0,514.0
7703,0.00932,3.048,11135100.0,2050.6,0.336,55359.0,743355.0,583.25
22626,0.00811,1.0,7000000.0,4005.5,0.179,49000.0,2593000.0,549.73
6068,0.01262,3.658,6854000.0,1356.0,0.529,174000.0,1130900.0,523.23
16716,0.008,3.49,7850000.0,1998.0,0.442,426000.0,1192000.0,479.66999999999996
703,0.01046,1.803,13790000.0,678.7,0.498,95653.0,631000.0,594.8199999999999
19647,0.008,0.99,6860000.0,2014.0,0.286,269000.0,2860000.0,503.24
20775,0.00785,3.0,9900000.0,1046.0,0.566,241000.0,677000.0,538.91
20171,0.008,0.99,13730000.0,2008.0,-0.137,1166000.0,4100000.0,364.76
9348,0.01075,6.0,9800000.0,2020.0,0.37,165000.0,594000.0,553.01
22664,0.00811,1.0,16020000.0,504.5,0.522,154000.0,652000.0,600.22
19536,0.00775,1.008,7060000.0,1000.0,0.596,284000.0,2270000.0,502.21999999999997
13639,0.01,2.0,12000000.0,2336.0,0.112,539000.0,1966000.0,494.46999999999997
9739,0.00803,3.0,11760000.0,3330.0,0.276,30000.0,804000.0,591.7
16515,0.00607,0.79,7850000.0,4005.0,0.031,462000.0,3875000.0,471.63
17777,0.008,5.03,12750000.0,1603.0,0.336,382000.0,491000.0,534.28
9232,0.0082,5.34,9800000.0,1010.0,0.632,638000.0,571000.0,451.73
17767,0.008,5.03,12750000.0,1614.0,0.318,833000.0,765000.0,434.53
23163,0.00811,3.66,6990000.0,5002.4,0.325,49000.0,1493000.0,549.63
10694,0.0108,2.0,13720000.0,1001.0,0.241,618000.0,1186000.0,492.03
6626,0.0093,2.438,111000.0,92.2,0.95,2000.0,188000.0,375.22999999999996
2694,0.0131,3.0,2108000.0,1046.0,0.479,832000.0,1970000.0,293.84
2393,0.01,1.0,1716000.0,279.0,0.798,643000.0,1523000.0,327.94
18949,0.011,6.0,17700000.0,2623.0,0.35,317000.0,732000.0,585.1099999999999
10818,0.01075,5.0,13720000.0,2039.0,0.246,326000.0,653000.0,553.25
6342,0.01,0.35,2390000.0,2317.3,-0.1565,856334.0,9380000.0,295.15
11856,0.0082,5.34,15690000.0,1973.0,0.336,337000.0,501000.0,566.21
23749,0.00798,6.0,12010000.0,1503.1,0.411,525000.0,506000.0,497.63
10926,0.0151,6.0,13720000.0,2312.0,0.287,98000.0,618000.0,593.99
16873,0.00384,0.8,9800000.0,5015.0,0.035,620000.0,3986000.0,455.84999999999997
20077,0.00775,1.008,13730000.0,1000.0,0.195,607000.0,1570000.0,494.54999999999995
18530,0.008,1.6,14700000.0,3994.0,0.177,136000.0,1633000.0,594.4
6964,0.0102,2.438,6893000.0,6766.4,0.035,451000.0,3542600.0,463.39
7718,0.00932,3.048,11135100.0,4095.8,0.265,58150.0,1217803.0,582.79
7741,0.00932,3.048,14134300.0,1034.8,0.393,366345.0,617886.0,548.53
13773,0.01,2.0,16000000.0,1073.0,0.194,790000.0,1301000.0,473.42999999999995
1130,0.00776,2.08,3442000.0,611.0,0.819,574000.0,1147000.0,384.9
3602,0.01,2.0,11760000.0,3965.0,0.051,496000.0,2740000.0,501.76
5472,0.00393,1.5,7100000.0,3742.5,0.191,1013000.0,3184000.0,333.78999999999996
7955,0.00578,3.0,5880000.0,1493.0,0.654,168000.0,865000.0,513.43
9688,0.00805,1.0,11760000.0,1005.0,0.379,244000.0,1418000.0,553.8199999999999
12381,0.00795,2.0,17650000.0,985.0,0.011,1545000.0,1500000.0,310.49
9916,0.01075,4.0,11760000.0,1010.0,0.435,27000.0,373000.0,592.17
14328,0.01001,3.0,18000000.0,5845.0,0.274,176000.0,1903000.0,609.96
1573,0.00996,0.96,2324000.0,380.0,0.692,703000.0,1958000.0,330.26
20456,0.008,0.99,17650000.0,3994.0,-0.296,954000.0,5690000.0,451.15
2039,0.01,2.0,1294000.0,173.0,0.877,643000.0,515000.0,313.62
13266,0.01,1.0,10000000.0,1220.0,0.186,905000.0,3507000.0,391.33
22149,0.0134,3.658,13020000.0,2061.2,0.226,160000.0,785100.0,578.8599999999999
13904,0.01,2.0,14000000.0,3862.0,0.206,73000.0,1412000.0,599.64
5953,0.01077,0.864,6930000.0,1040.0,0.46,178000.0,2830000.0,523.21
106,0.00607,0.792,7840000.0,2208.0,0.255,262000.0,2680000.0,515.17
17848,0.008,1.57,12750000.0,2690.0,0.027,803000.0,2845000.0,441.49
9083,0.0068,1.9,9800000.0,3305.0,0.2,296000.0,1744000.0,526.8
19274,0.0095,1.84,13790000.0,349.7,0.665,692918.0,643620.0,475.92999999999995
10801,0.01075,4.0,13720000.0,2042.0,0.186,425000.0,861000.0,533.3399999999999
13139,0.0151,6.0,19610000.0,1423.0,0.31,463000.0,608000.0,574.88
5382,0.00998,3.5,6963000.0,649.0,0.838,864000.0,985000.0,367.77
23581,0.00811,5.0,12000000.0,1516.0,0.353,65000.0,297000.0,587.75
185,0.00384,0.799,9800000.0,3982.0,0.261,51000.0,1920000.0,574.0
19015,0.008,0.241,500000.0,5054.0,-0.082,376000.0,8499000.0,336.14
9937,0.0108,5.8,11760000.0,1004.0,0.425,549000.0,493000.0,490.14
20884,0.00781,3.0,9710000.0,2048.0,0.297,696000.0,1446000.0,437.46999999999997
4379,0.01001,3.0,19610000.0,1483.0,0.366,177000.0,515000.0,620.88
18759,0.008,2.23,17700000.0,1614.0,0.302,257000.0,739000.0,595.3199999999999
14076,0.01001,3.0,7000000.0,2156.0,0.394,114000.0,1272000.0,536.98
21056,0.00799,3.0,13730000.0,1001.0,0.395,546000.0,651000.0,507.86
23386,0.00811,4.0,9990000.0,1507.1,0.456,498000.0,838000.0,485.16999999999996
22423,0.008,1.0,3007000.0,6067.0,0.046,384000.0,5483000.0,421.09999999999997
3792,0.01,2.0,13720000.0,549.0,0.446,1140000.0,1103000.0,370.89
23570,0.00811,5.0,10010000.0,1001.2,0.586,507000.0,518000.0,483.36
8908,0.00581,1.0,9800000.0,5030.0,0.104,165000.0,2223000.0,553.01
4369,0.01001,3.0,19610000.0,759.0,0.432,185000.0,294000.0,619.8499999999999
18140,0.00607,0.79,14700000.0,2718.0,0.065,372000.0,2312000.0,551.8399999999999
4206,0.01,2.0,17650000.0,2586.0,-0.177,1063000.0,2987000.0,425.77
7103,0.0141,0.991,11029000.0,2005.5,0.076,216000.0,2214500.0,553.3599999999999
5782,0.00558,0.432,7050000.0,1012.0,0.67,39000.0,3420000.0,552.14
2349,0.01,1.25,3099000.0,1465.0,0.357,491000.0,3318000.0,397.88
6783,0.0093,2.438,126000.0,119.3,0.972,380000.0,292000.0,288.67999999999995
22756,0.00811,2.0,7030000.0,2507.0,0.375,51000.0,1562000.0,549.65
4037,0.01,2.0,15690000.0,379.0,0.511,887000.0,646000.0,448.46999999999997
11758,0.00805,2.0,15690000.0,2784.0,0.129,395000.0,1465000.0,555.04
21939,0.01,1.0,14000000.0,990.0,0.085,753000.0,2088000.0,464.16999999999996
10646,0.0082,6.0,13720000.0,2757.0,0.347,98000.0,454000.0,593.99
11161,0.00787,3.0,14710000.0,1000.0,0.434,362000.0,530000.0,553.88
12058,0.0146,6.0,15690000.0,1646.0,0.211,401000.0,608000.0,553.8599999999999
23549,0.00811,5.0,6980000.0,4004.6,0.36,54000.0,969000.0,548.5699999999999
2223,0.01,1.5,3148000.0,394.0,0.873,719000.0,1499000.0,344.69
21899,0.01,1.0,10000000.0,1229.0,0.176,910000.0,3508000.0,390.15
9393,0.00399,0.5,11760000.0,4444.0,-0.12,1071000.0,8113000.0,369.03999999999996
2738,0.0131,2.75,1245000.0,776.0,0.488,623000.0,1464000.0,316.53
23484,0.00811,4.0,18030000.0,3998.4,0.235,614000.0,1613000.0,530.1099999999999
23719,0.00798,6.0,7000000.0,1249.7,0.666,475000.0,614000.0,459.2
11445,0.01075,6.0,14710000.0,2014.0,0.317,140000.0,427000.0,593.8299999999999
12939,0.00585,5.0,19610000.0,1499.0,0.486,121000.0,195000.0,627.47
1205,0.00776,2.08,696000.0,1080.0,0.387,160000.0,967000.0,400.64
24231,0.006,1.76,305000.0,100.0,0.823,132000.0,163000.0,376.12
14670,0.01,4.966,20000000.0,3498.0,0.439,210000.0,805000.0,619.47
17826,0.008,3.49,12750000.0,2004.0,0.217,714000.0,1076000.0,461.93999999999994
23450,0.00811,4.0,15990000.0,6022.0,0.364,86000.0,1294000.0,609.94
1222,0.00776,2.08,1520000.0,586.0,0.75,365000.0,996000.0,387.87
14622,0.01,4.966,18000000.0,1036.0,0.324,613000.0,444000.0,530.05
17697,0.008,1.57,12750000.0,1620.0,0.265,194000.0,1035000.0,570.8299999999999
15271,0.0108,3.0,7850000.0,497.2,0.887,77000.0,610000.0,552.5699999999999
7288,0.0141,1.524,12476000.0,2031.3,0.111,227000.0,1671900.0,562.66
22231,0.0134,3.658,18506000.0,2029.4,0.361,215000.0,892300.0,607.74
12388,0.00795,2.0,17650000.0,985.0,0.161,958000.0,1056000.0,450.23
13768,0.01,2.0,16000000.0,843.0,0.228,806000.0,1073000.0,469.80999999999995
10635,0.0082,6.0,13720000.0,1000.0,0.449,832000.0,450000.0,443.53
7899,0.00581,1.0,5880000.0,1499.0,0.48,613000.0,2983000.0,413.46999999999997
16373,0.008,1.57,4900000.0,1007.0,0.722,47000.0,1588000.0,526.3499999999999
23029,0.00811,3.0,14010000.0,501.0,0.698,548000.0,437000.0,509.78999999999996
10832,0.0108,5.8,13720000.0,1010.0,0.419,215000.0,318000.0,574.14
10408,0.00798,1.65,13720000.0,1245.0,0.334,300000.0,1011000.0,558.29
10223,0.00578,3.0,13720000.0,1493.0,0.276,1052000.0,965000.0,391.85999999999996
14299,0.01001,3.0,18000000.0,4752.0,0.069,617000.0,2657000.0,529.21
13582,0.01,2.0,10000000.0,4191.0,0.059,421000.0,2615000.0,502.14
8166,0.0108,3.0,5880000.0,498.0,0.91,71000.0,675000.0,533.43
2280,0.01,1.25,2628000.0,339.0,0.815,730000.0,1508000.0,330.99
4125,0.01,4.966,15690000.0,970.0,0.414,561000.0,458000.0,521.0799999999999
17563,0.00607,0.79,12750000.0,3208.0,-0.06,669000.0,3670000.0,472.15
24495,0.012,1.0,514000.0,100.0,0.801,75000.0,526000.0,408.54999999999995
20865,0.00799,3.0,9810000.0,2002.0,0.341,340000.0,1056000.0,517.7
21771,0.0078,6.0,13730000.0,4008.0,0.246,712000.0,1270000.0,471.09999999999997
13306,0.01,1.0,14000000.0,391.0,0.374,1141000.0,1506000.0,373.22999999999996
18885,0.008,1.57,17700000.0,3989.0,0.162,226000.0,1879000.0,600.3299999999999
4589,0.0151,3.177,5001000.0,1540.0,0.458,78349.0,1498000.0,522.53
11308,0.0082,5.37,14710000.0,2020.0,0.352,309000.0,518000.0,564.0899999999999
3409,0.01,2.0,9800000.0,517.0,0.656,974000.0,1181000.0,372.89
918,0.00394,3.12,2687000.0,846.0,0.922,736000.0,645000.0,330.89
23528,0.00811,5.0,5020000.0,2001.7,0.527,52000.0,743000.0,526.87
19513,0.00801,1.002,6770000.0,501.0,0.833,264000.0,1530000.0,503.29999999999995
10710,0.0108,2.0,13720000.0,1511.0,0.069,795000.0,1756000.0,452.06999999999994
22281,0.00545,2.511,9520000.0,6020.1,0.279,135000.0,1664500.0,556.37
7821,0.00617,4.547,6895000.0,4027.3,0.413,154000.0,1061200.0,527.78
10541,0.00803,4.0,13720000.0,2035.0,0.253,425000.0,712000.0,533.3399999999999
18881,0.008,1.57,17700000.0,3989.0,0.065,456000.0,2623000.0,559.27
2579,0.0129,0.96,1599000.0,558.0,0.555,444000.0,2843000.0,371.72999999999996
20327,0.00801,1.0,17650000.0,1000.0,0.035,669000.0,1390000.0,514.96
19674,0.008,1.0,6860000.0,2007.0,0.363,80000.0,2520000.0,542.28
8633,0.00578,2.0,7840000.0,4997.0,0.045,886000.0,3407000.0,372.82
8672,0.00578,3.0,7840000.0,5029.0,0.363,73000.0,1457000.0,553.24
16885,0.00384,0.8,9800000.0,7463.0,-0.001,526000.0,4671000.0,477.11
9812,0.0082,5.34,11760000.0,2310.0,0.312,542000.0,809000.0,491.68999999999994
11187,0.00787,3.0,14710000.0,1999.0,0.239,362000.0,800000.0,553.88
18773,0.008,2.54,17700000.0,1606.0,0.226,445000.0,804000.0,561.41
19173,0.008,0.243,1980000.0,2086.0,-0.082,671000.0,8839000.0,328.92999999999995
4798,0.0128,1.93,6895000.0,1478.0,0.176,932000.0,2937000.0,350.7
12924,0.00585,4.0,19610000.0,5013.0,0.263,673000.0,1536000.0,533.14
19788,0.00801,1.002,9810000.0,502.0,0.701,267000.0,1200000.0,532.8499999999999
14371,0.01001,3.0,20000000.0,1193.0,0.397,203000.0,433000.0,620.39
2553,0.0129,0.96,1814000.0,407.0,0.644,549000.0,2431000.0,353.34
457,0.00802,1.57,14710000.0,2195.0,0.085,518000.0,1700000.0,522.04
5635,0.00785,1.0,5100000.0,1734.4,0.251,818000.0,4181000.0,354.07
15491,0.0077,2.6,11790000.0,2972.2,0.183,289000.0,1118000.0,545.23
9397,0.00399,0.5,11760000.0,4444.0,-0.05,723000.0,5792000.0,450.88
18706,0.008,1.57,17700000.0,1001.0,0.099,751000.0,1060000.0,497.54999999999995
15980,0.015,5.296,4050000.0,668.0,0.79,313326.0,787000.0,456.14
23154,0.00811,3.66,4980000.0,4984.1,0.274,457000.0,2506000.0,437.39
1774,0.00999,0.6,2275000.0,780.0,0.437,573000.0,4498000.0,360.09
15975,0.015,5.296,4060000.0,1369.0,0.52,267871.0,1121000.0,466.58
6733,0.0093,0.61,112000.0,92.2,0.696,160000.0,606000.0,337.87
3448,0.01,2.0,9800000.0,2802.0,0.126,450000.0,2155000.0,493.95
1950,0.01,2.25,1667000.0,433.0,0.806,577000.0,1028000.0,342.2
5066,0.00998,1.0,6963000.0,812.0,0.47,723000.0,2899000.0,401.21999999999997
7607,0.012,1.44,294000.0,200.0,0.8063,281962.0,845000.0,339.15
4510,0.0151,4.017,5001000.0,3050.0,0.267,266935.0,1980000.0,483.02
19907,0.00801,1.0,9810000.0,2000.0,0.14,311000.0,1970000.0,523.78
23026,0.00811,3.0,13980000.0,5033.9,0.277,70000.0,1243000.0,599.96
19937,0.00799,1.0,9810000.0,2002.0,0.187,291000.0,2150000.0,527.93
12459,0.00803,4.0,17650000.0,2003.0,0.289,480000.0,721000.0,554.13
1834,0.01,2.5,1442000.0,216.0,0.916,660000.0,531000.0,314.91999999999996
21322,0.00796,3.0,17650000.0,2000.0,0.132,967000.0,1426000.0,448.15
27,0.004,0.991,100000.0,78.8,0.95,329000.0,196000.0,294.22999999999996
2686,0.0131,3.0,1599000.0,812.0,0.525,665000.0,1484000.0,318.99
15074,0.00951,1.73,6870000.0,3944.4,0.222,75000.0,2185000.0,543.37
8947,0.00578,2.0,9800000.0,5019.0,0.017,982000.0,3605000.0,370.97999999999996
13305,0.01,1.0,14000000.0,377.0,0.456,1141000.0,1534000.0,373.22999999999996
21341,0.00801,3.0,17650000.0,2000.0,0.285,378000.0,820000.0,573.71
20723,0.00801,3.0,9810000.0,1000.0,0.558,79000.0,546000.0,569.1099999999999
5645,0.00785,1.0,7100000.0,456.8,0.777,1017000.0,1956000.0,332.83
12283,0.00585,5.0,17650000.0,5003.0,0.187,1041000.0,1721000.0,430.91999999999996
6305,0.01,0.35,3080000.0,1553.4,-0.1124,937235.0,8170000.0,291.04999999999995
3905,0.01001,3.0,13720000.0,2129.0,0.247,140000.0,733000.0,587.17
12721,0.01075,6.0,17650000.0,1531.0,0.361,378000.0,465000.0,573.71
22011,0.0134,3.658,1056000.0,2026.9,0.342,65000.0,1396700.0,440.59
21996,0.01,1.0,20000000.0,312.0,0.199,1407000.0,1189000.0,369.79999999999995
10906,0.0151,6.0,13720000.0,1026.0,0.365,522000.0,605000.0,512.9399999999999
14105,0.01001,3.0,10000000.0,5055.0,0.07,476000.0,2398000.0,490.13
24114,0.006,0.8,597000.0,99.0,0.7,556000.0,373000.0,300.09999999999997
7454,0.007,0.98,7042000.0,3003.0,0.259,159000.0,2977000.0,528.31
10597,0.0082,5.37,13720000.0,1505.0,0.366,662000.0,608000.0,482.25
23785,0.00798,6.0,15990000.0,750.7,0.632,582000.0,292000.0,519.13
9742,0.00803,4.0,11760000.0,993.0,0.437,142000.0,332000.0,572.8499999999999
4779,0.0152,2.367,6463000.0,3720.0,0.15,84377.0,1817000.0,538.18
349,0.00384,0.799,14710000.0,4006.0,0.164,203000.0,1839000.0,583.3199999999999
2860,0.0131,2.25,3432000.0,480.0,0.683,879000.0,1448000.0,311.90999999999997
15754,0.0074,3.8,17660000.0,5750.0,0.14,616000.0,2046000.0,526.3499999999999
22576,0.0157,2.44,362000.0,1456.0,0.4348,62491.0,2330000.0,398.54999999999995
2296,0.01,1.25,2775000.0,475.0,0.791,675000.0,2011000.0,347.40999999999997
16457,0.00384,0.8,7850000.0,7463.0,0.042,498000.0,4993000.0,463.51
8344,0.00585,4.0,6860000.0,1499.0,0.646,494000.0,804000.0,453.23
2127,0.01,1.75,3070000.0,1321.0,0.489,442000.0,2494000.0,408.81999999999994
16747,0.008,1.6,7850000.0,2707.0,0.186,453000.0,2452000.0,473.64
12482,0.00805,1.0,17650000.0,2784.0,0.016,372000.0,2221000.0,574.8199999999999
10409,0.00798,1.65,13720000.0,1272.0,0.326,276000.0,976000.0,562.87
5776,0.0128,0.914,7030000.0,2739.0,0.04,276000.0,3225000.0,503.61
2462,0.013,1.0,3334000.0,134.0,0.802,933000.0,1022000.0,297.09
7486,0.007,0.98,10234000.0,2255.0,0.17,102000.0,1327000.0,568.3399999999999
1754,0.00999,0.6,883000.0,709.0,0.443,422000.0,3903000.0,348.7
5444,0.00393,1.5,5100000.0,2665.6,0.412,871000.0,2697000.0,341.4
9483,0.00578,3.0,11760000.0,1493.0,0.38,142000.0,433000.0,572.8499999999999
14693,0.0078,7.0,17650000.0,1502.0,0.307,1381000.0,677000.0,350.03999999999996
1089,0.00776,3.12,1187000.0,503.0,0.783,278000.0,573000.0,396.35999999999996
16940,0.00607,0.79,9800000.0,3208.0,0.095,315000.0,2709000.0,522.86
4244,0.01001,3.0,17650000.0,6831.0,-0.005,601000.0,3463000.0,529.42
12599,0.0108,2.0,17650000.0,1001.0,0.082,679000.0,1004000.0,512.81
21345,0.00801,3.0,17650000.0,2000.0,0.387,123000.0,597000.0,615.02
1801,0.00999,0.6,1510000.0,1325.0,0.24,423000.0,4907000.0,373.79999999999995
19216,0.008,0.393,2500000.0,4852.0,-0.195,831000.0,11587000.0,303.84
12436,0.00803,3.0,17650000.0,1487.0,0.279,366000.0,598000.0,575.92
19389,0.0123,0.74,687000.0,100.0,0.774,126000.0,700300.0,408.08
11518,0.00581,1.0,15690000.0,3353.0,0.097,401000.0,2427000.0,553.8599999999999
3017,0.0131,1.75,2059000.0,350.0,0.781,780000.0,1469000.0,304.97999999999996
9522,0.00585,4.0,11760000.0,3297.0,0.192,723000.0,1138000.0,450.88
8108,0.01105,1.0,5880000.0,962.0,0.478,353000.0,2942000.0,473.16999999999996
7210,0.0141,1.524,11029000.0,1011.6,0.333,216000.0,1476400.0,553.3599999999999
3445,0.01,2.0,9800000.0,2027.0,0.209,493000.0,1944000.0,484.46999999999997
11755,0.00805,2.0,15690000.0,2009.0,0.238,292000.0,1066000.0,574.56
17431,0.011,6.0,9800000.0,983.0,0.482,216000.0,386000.0,543.03
8645,0.00578,3.0,7840000.0,1493.0,0.552,716000.0,1089000.0,413.04999999999995
17453,0.011,6.0,9800000.0,1591.0,0.367,112000.0,437000.0,563.01
23729,0.00798,6.0,10000000.0,4010.0,0.374,62000.0,737000.0,573.63
4805,0.0128,1.93,10343000.0,2726.0,0.045,502000.0,2533000.0,487.61
20064,0.008,1.0,13730000.0,500.0,0.46,681000.0,1170000.0,478.08
23792,0.00798,6.0,15970000.0,4017.4,0.298,578000.0,1143000.0,519.8199999999999
14565,0.01,4.966,14000000.0,3883.0,0.303,140000.0,894000.0,589.0799999999999
7931,0.00578,2.0,5880000.0,3441.0,0.246,786000.0,2914000.0,372.58
22820,0.00811,2.0,14000000.0,1248.2,0.387,74000.0,615000.0,599.49
19542,0.00796,1.0,6860000.0,1000.0,0.46,479000.0,2430000.0,456.65
10400,0.00782,0.25,13720000.0,1990.0,-0.096,329000.0,3542000.0,552.66
9843,0.01105,1.0,11760000.0,962.0,0.095,895000.0,2653000.0,410.81999999999994
12432,0.00803,3.0,17650000.0,1021.0,0.344,378000.0,454000.0,573.71
8361,0.00585,4.0,6860000.0,3328.0,0.44,125000.0,962000.0,533.31
11998,0.01075,6.0,15690000.0,1546.0,0.228,1048000.0,868000.0,410.83
18161,0.00607,0.79,14700000.0,4014.0,0.151,66000.0,1742000.0,604.98
6388,0.0128,1.93,6895000.0,1369.6,0.395,294000.0,2031600.0,498.23
15405,0.0051,2.6,9810000.0,5305.5,0.131,516000.0,1780000.0,479.43999999999994
3789,0.01,2.0,13720000.0,464.0,0.544,1140000.0,996000.0,370.89
13877,0.01,2.0,9000000.0,4653.0,0.165,60000.0,1673000.0,565.91
4427,0.01001,4.966,19610000.0,1299.0,0.45,203000.0,317000.0,617.47
10200,0.00578,2.0,13720000.0,3441.0,0.133,522000.0,1656000.0,512.9399999999999
6955,0.0102,2.438,6893000.0,2766.2,0.219,555000.0,2542600.0,439.62
14116,0.01001,3.0,10000000.0,520.0,0.855,106000.0,535000.0,565.74
12365,0.00805,2.0,17650000.0,1458.0,0.16,587000.0,1053000.0,532.3499999999999
12095,0.00581,1.0,17650000.0,3353.0,-0.138,949000.0,4057000.0,452.30999999999995
19769,0.00801,1.0,9810000.0,500.0,0.605,625000.0,1420000.0,454.80999999999995
20489,0.00801,3.0,6860000.0,494.0,0.908,207000.0,522000.0,516.41
7721,0.00932,3.048,11135100.0,4067.3,0.265,55359.0,1199834.0,583.25
223,0.0051,2.6,9800000.0,5304.0,0.131,521000.0,1779000.0,478.23
13775,0.01,2.0,16000000.0,1499.0,0.085,716000.0,1491000.0,490.03
17887,0.008,5.03,12750000.0,2698.0,0.25,352000.0,689000.0,540.39
16773,0.008,1.57,7850000.0,3239.0,0.122,502000.0,2787000.0,462.59999999999997
9699,0.00805,1.0,11760000.0,2773.0,0.056,351000.0,2326000.0,532.45
13026,0.0082,5.34,19610000.0,1500.0,0.322,1132000.0,760000.0,430.36
7142,0.0141,0.991,12407000.0,1014.3,0.158,282000.0,1681400.0,551.5699999999999
19763,0.00775,1.008,9900000.0,500.0,0.635,466000.0,1250000.0,491.38
10756,0.0108,3.0,13720000.0,1508.0,0.289,318000.0,862000.0,554.81
12912,0.00585,4.0,19610000.0,3328.0,0.461,52000.0,432000.0,633.91
19696,0.00785,1.0,6770000.0,1982.0,0.348,130000.0,2570000.0,531.3399999999999
6280,0.01,0.35,1360000.0,2673.8,-0.1189,724100.0,9370000.0,296.65
1033,0.00394,1.04,1442000.0,1046.0,0.622,582000.0,1780000.0,333.58
21448,0.00803,6.0,6860000.0,990.0,0.773,773000.0,640000.0,388.15
13969,0.01,2.0,7000000.0,794.0,0.762,85000.0,1224000.0,542.73
19005,0.008,0.243,490000.0,2120.0,-0.012,368000.0,5978000.0,337.27
375,0.00607,0.792,14710000.0,1604.0,0.178,254000.0,1370000.0,574.29
