D,L,P,G,Xchf,DHin,CHF,Tin
0.01001,3.0,10000.0,1576.0,0.383,138.0,846.0,286.66
0.01001,3.0,10000.0,1779.0,0.366,144.0,929.0,285.53
0.01001,3.0,10000.0,2287.0,0.319,129.0,1049.0,288.34
0.01001,3.0,10000.0,3304.0,0.233,147.0,1251.0,284.97
0.01001,3.0,10000.0,3977.0,0.205,132.0,1339.0,287.78
0.01001,3.0,10000.0,4638.0,0.187,135.0,1479.0,287.22
0.01001,3.0,10000.0,5578.0,0.195,112.0,1717.0,291.49
0.01001,3.0,10000.0,6582.0,0.186,116.0,1978.0,290.75
0.01001,3.0,12000.0,323.0,0.867,535.0,423.0,222.2
0.01001,3.0,12000.0,386.0,0.786,540.0,476.0,221.1
0.01001,3.0,12000.0,428.0,0.708,529.0,491.0,223.52
0.01001,3.0,12000.0,465.0,0.682,523.0,519.0,224.83
0.01001,3.0,12000.0,468.0,0.692,544.0,535.0,220.22
0.01001,3.0,12000.0,471.0,0.67,528.0,522.0,223.74
0.01001,3.0,12000.0,516.0,0.665,557.0,582.0,217.36
0.01001,3.0,12000.0,562.0,0.656,549.0,625.0,219.12
0.01001,3.0,12000.0,662.0,0.576,543.0,680.0,220.44
0.01001,3.0,12000.0,702.0,0.57,534.0,711.0,222.42
0.01001,3.0,12000.0,895.0,0.47,532.0,816.0,222.86
0.01001,3.0,12000.0,1033.0,0.434,518.0,892.0,225.92
0.01001,3.0,12000.0,1170.0,0.379,527.0,956.0,223.95
0.01001,3.0,12000.0,1392.0,0.308,522.0,1033.0,225.05
0.01001,3.0,12000.0,1609.0,0.264,519.0,1120.0,225.7
0.01001,3.0,12000.0,1981.0,0.192,515.0,1232.0,226.58
0.01001,3.0,12000.0,2282.0,0.157,517.0,1342.0,226.14
0.01001,3.0,12000.0,2549.0,0.143,505.0,1439.0,228.75
0.01001,3.0,12000.0,2628.0,0.128,505.0,1444.0,228.75
0.01001,3.0,12000.0,2825.0,0.126,518.0,1574.0,225.92
0.01001,3.0,12000.0,3132.0,0.115,515.0,1708.0,226.58
0.01001,3.0,12000.0,3475.0,0.108,512.0,1858.0,227.23
0.01001,3.0,12000.0,3814.0,0.097,507.0,1983.0,228.32
0.01001,3.0,12000.0,4127.0,0.089,503.0,2098.0,229.19
0.01001,3.0,12000.0,4389.0,0.084,510.0,2236.0,227.67
0.01001,3.0,12000.0,4700.0,0.08,504.0,2352.0,228.97
0.01001,3.0,12000.0,5064.0,0.077,495.0,2480.0,230.92
0.01001,3.0,12000.0,5382.0,0.068,495.0,2586.0,230.92
0.01001,3.0,12000.0,5407.0,0.065,530.0,2745.0,223.3
0.01001,3.0,12000.0,5666.0,0.053,545.0,2873.0,220.0
0.01001,3.0,12000.0,6372.0,0.06,490.0,2988.0,232.01
0.01001,3.0,12000.0,6902.0,0.049,484.0,3126.0,233.3
0.01001,3.0,12000.0,7202.0,0.042,495.0,3274.0,230.92
0.01001,3.0,12000.0,307.0,0.918,152.0,319.0,299.69
0.01001,3.0,12000.0,376.0,0.861,138.0,366.0,302.19
0.01001,3.0,12000.0,407.0,0.806,135.0,373.0,302.72
0.01001,3.0,12000.0,478.0,0.715,141.0,397.0,301.65
0.01001,3.0,12000.0,531.0,0.676,131.0,416.0,303.42
0.01001,3.0,12000.0,637.0,0.598,123.0,444.0,304.82
0.01001,3.0,12000.0,779.0,0.537,115.0,491.0,306.2
0.01001,3.0,12000.0,905.0,0.484,153.0,552.0,299.52
0.01001,3.0,12000.0,1314.0,0.402,117.0,654.0,305.86
0.01001,3.0,12000.0,1532.0,0.366,126.0,719.0,304.29
0.01001,3.0,12000.0,1891.0,0.309,146.0,813.0,300.77
0.01001,3.0,12000.0,2953.0,0.195,135.0,909.0,302.72
0.01001,3.0,12000.0,3465.0,0.193,133.0,1053.0,303.07
0.01001,3.0,12000.0,4212.0,0.195,124.0,1255.0,304.64
0.01001,3.0,12000.0,4463.0,0.197,119.0,1319.0,305.51
0.01001,3.0,12000.0,4936.0,0.193,126.0,1470.0,304.29
0.01001,3.0,12000.0,5663.0,0.176,150.0,1705.0,300.05
0.01001,3.0,12000.0,6811.0,0.18,128.0,1954.0,303.94
0.01001,3.0,14000.0,332.0,0.71,540.0,359.0,238.28
0.01001,3.0,14000.0,365.0,0.667,539.0,381.0,238.49
0.01001,3.0,14000.0,380.0,0.674,554.0,403.0,235.26
0.01001,3.0,14000.0,414.0,0.641,550.0,426.0,236.12
0.01001,3.0,14000.0,421.0,0.703,573.0,465.0,231.14
0.01001,3.0,14000.0,525.0,0.613,520.0,514.0,242.56
0.01001,3.0,14000.0,569.0,0.569,564.0,550.0,233.1
0.01001,3.0,14000.0,586.0,0.656,564.0,618.0,233.1
0.01001,3.0,14000.0,876.0,0.339,554.0,669.0,235.26
0.01001,3.0,14000.0,911.0,0.364,555.0,717.0,235.04
0.01001,3.0,14000.0,977.0,0.356,573.0,777.0,231.14
0.01001,3.0,14000.0,1156.0,0.295,561.0,844.0,233.75
0.01001,3.0,14000.0,1306.0,0.278,539.0,910.0,238.49
0.01001,3.0,14000.0,1574.0,0.232,497.0,979.0,247.45
0.01001,3.0,14000.0,1850.0,0.177,525.0,1103.0,241.49
0.01001,3.0,14000.0,1870.0,0.186,480.0,1059.0,251.04
0.01001,3.0,14000.0,2046.0,0.157,520.0,1175.0,242.56
0.01001,3.0,14000.0,2177.0,0.146,530.0,1246.0,240.42
0.01001,3.0,14000.0,2545.0,0.124,545.0,1437.0,237.2
0.01001,3.0,14000.0,2973.0,0.109,572.0,1707.0,231.36
0.01001,3.0,14000.0,3659.0,0.125,514.0,1975.0,243.84
0.01001,3.0,14000.0,4257.0,0.106,517.0,2239.0,243.2
0.01001,3.0,14000.0,4701.0,0.092,532.0,2474.0,239.99
0.01001,3.0,14000.0,5286.0,0.089,522.0,2720.0,242.13
0.01001,3.0,14000.0,5591.0,0.059,579.0,2996.0,229.84
0.01001,3.0,14000.0,6290.0,0.067,549.0,3260.0,236.34
0.01001,3.0,14000.0,451.0,0.66,176.0,331.0,309.86
0.01001,3.0,14000.0,550.0,0.621,163.0,379.0,312.08
0.01001,3.0,14000.0,668.0,0.588,140.0,428.0,315.93
0.01001,3.0,14000.0,792.0,0.525,165.0,479.0,311.74
0.01001,3.0,14000.0,1039.0,0.425,143.0,517.0,315.43
0.01001,3.0,14000.0,1173.0,0.4,153.0,568.0,313.76
0.01001,3.0,14000.0,1494.0,0.324,127.0,590.0,318.05
0.01001,3.0,14000.0,1828.0,0.271,139.0,654.0,316.09
0.01001,3.0,14000.0,1842.0,0.265,131.0,636.0,317.4
0.01001,3.0,14000.0,2135.0,0.247,149.0,734.0,314.43
0.01001,3.0,14000.0,2605.0,0.227,143.0,837.0,315.43
0.01001,3.0,14000.0,2808.0,0.228,143.0,907.0,315.43
0.01001,3.0,14000.0,3177.0,0.23,155.0,1063.0,313.43
0.01001,3.0,14000.0,3698.0,0.226,153.0,1219.0,313.76
0.01001,3.0,14000.0,4701.0,0.222,134.0,1457.0,316.91
0.01001,3.0,14000.0,5489.0,0.211,146.0,1703.0,314.93
0.01001,3.0,14000.0,6480.0,0.207,145.0,1975.0,315.1
0.01001,3.0,16000.0,333.0,0.666,610.0,342.0,240.07
0.01001,3.0,16000.0,436.0,0.559,568.0,396.0,249.04
0.01001,3.0,16000.0,456.0,0.537,575.0,409.0,247.56
0.01001,3.0,16000.0,485.0,0.515,587.0,432.0,245.0
0.01001,3.0,16000.0,492.0,0.52,585.0,439.0,245.43
0.01001,3.0,16000.0,534.0,0.522,593.0,481.0,243.72
0.01001,3.0,16000.0,624.0,0.458,593.0,531.0,243.72
0.01001,3.0,16000.0,647.0,0.47,598.0,559.0,242.65
0.01001,3.0,16000.0,707.0,0.415,607.0,586.0,240.72
0.01001,3.0,16000.0,754.0,0.435,590.0,626.0,244.36
0.01001,3.0,16000.0,903.0,0.339,584.0,678.0,245.64
0.01001,3.0,16000.0,1004.0,0.3,598.0,735.0,242.65
0.01001,3.0,16000.0,1165.0,0.259,593.0,811.0,243.72
0.01001,3.0,16000.0,1262.0,0.232,584.0,843.0,245.64
0.01001,3.0,16000.0,1283.0,0.226,638.0,908.0,234.02
0.01001,3.0,16000.0,1490.0,0.197,592.0,964.0,243.93
0.01001,3.0,16000.0,1564.0,0.211,606.0,1047.0,240.93
0.01001,3.0,16000.0,1748.0,0.185,589.0,1110.0,244.57
0.01001,3.0,16000.0,1949.0,0.137,597.0,1179.0,242.86
0.01001,3.0,16000.0,1959.0,0.16,614.0,1248.0,239.21
0.01001,3.0,16000.0,2492.0,0.14,569.0,1455.0,248.83
0.01001,3.0,16000.0,2897.0,0.123,583.0,1686.0,245.85
0.01001,3.0,16000.0,3374.0,0.104,609.0,1990.0,240.29
0.01001,3.0,16000.0,3822.0,0.131,577.0,2229.0,247.13
0.01001,3.0,16000.0,4446.0,0.11,562.0,2466.0,250.31
0.01001,3.0,16000.0,4762.0,0.087,596.0,2690.0,243.08
0.01001,3.0,16000.0,5325.0,0.079,599.0,2991.0,242.43
0.01001,3.0,16000.0,6198.0,0.031,601.0,3261.0,242.01
0.01001,3.0,16000.0,6907.0,0.026,589.0,3535.0,244.57
0.01001,3.0,16000.0,371.0,0.69,189.0,257.0,321.4
0.01001,3.0,16000.0,442.0,0.668,150.0,285.0,327.55
0.01001,3.0,16000.0,457.0,0.672,174.0,305.0,323.8
0.01001,3.0,16000.0,576.0,0.561,165.0,330.0,325.23
0.01001,3.0,16000.0,588.0,0.583,174.0,352.0,323.8
0.01001,3.0,16000.0,682.0,0.522,165.0,371.0,325.23
0.01001,3.0,16000.0,808.0,0.456,174.0,404.0,323.8
0.01001,3.0,16000.0,874.0,0.474,154.0,434.0,326.94
0.01001,3.0,16000.0,1078.0,0.36,188.0,470.0,321.56
0.01001,3.0,16000.0,1207.0,0.369,153.0,501.0,327.09
0.01001,3.0,16000.0,1543.0,0.296,160.0,562.0,326.01
0.01001,3.0,16000.0,1726.0,0.3,163.0,639.0,325.54
0.01001,3.0,16000.0,1919.0,0.294,185.0,735.0,322.04
0.01001,3.0,16000.0,2215.0,0.298,163.0,815.0,325.54
0.01001,3.0,16000.0,2461.0,0.276,180.0,898.0,322.85
0.01001,3.0,16000.0,2851.0,0.27,185.0,1039.0,322.04
0.01001,3.0,16000.0,3396.0,0.262,194.0,1240.0,320.58
0.01001,3.0,16000.0,3602.0,0.258,194.0,1306.0,320.58
0.01001,3.0,16000.0,3933.0,0.251,201.0,1427.0,319.44
0.01001,3.0,16000.0,4893.0,0.246,185.0,1691.0,322.04
0.01001,3.0,16000.0,6122.0,0.248,153.0,1961.0,327.09
0.01001,3.0,18000.0,333.0,0.66,619.0,315.0,255.64
0.01001,3.0,18000.0,346.0,0.652,610.0,323.0,257.52
0.01001,3.0,18000.0,362.0,0.62,610.0,330.0,257.52
0.01001,3.0,18000.0,379.0,0.614,629.0,350.0,253.53
0.01001,3.0,18000.0,429.0,0.58,613.0,381.0,256.9
0.01001,3.0,18000.0,488.0,0.506,614.0,411.0,256.69
0.01001,3.0,18000.0,513.0,0.492,639.0,437.0,251.41
0.01001,3.0,18000.0,567.0,0.469,634.0,473.0,252.47
0.01001,3.0,18000.0,654.0,0.406,635.0,519.0,252.26
0.01001,3.0,18000.0,740.0,0.36,621.0,556.0,255.21
0.01001,3.0,18000.0,789.0,0.327,625.0,579.0,254.37
0.01001,3.0,18000.0,873.0,0.291,630.0,625.0,253.32
0.01001,3.0,18000.0,1017.0,0.219,615.0,667.0,256.48
0.01001,3.0,18000.0,1108.0,0.197,633.0,727.0,252.68
0.01001,3.0,18000.0,1213.0,0.209,608.0,781.0,257.94
0.01001,3.0,18000.0,1384.0,0.195,586.0,853.0,262.53
0.01001,3.0,18000.0,1437.0,0.191,595.0,892.0,260.66
0.01001,3.0,18000.0,1516.0,0.186,619.0,966.0,255.64
0.01001,3.0,18000.0,1686.0,0.198,581.0,1035.0,263.56
0.01001,3.0,18000.0,1781.0,0.203,578.0,1094.0,264.18
0.01001,3.0,18000.0,1879.0,0.184,597.0,1160.0,260.24
0.01001,3.0,18000.0,2023.0,0.177,594.0,1236.0,260.87
0.01001,3.0,18000.0,2396.0,0.138,620.0,1454.0,255.43
0.01001,3.0,18000.0,2770.0,0.132,614.0,1657.0,256.69
0.01001,3.0,18000.0,3240.0,0.097,626.0,1898.0,254.16
0.01001,3.0,18000.0,3710.0,0.112,608.0,2153.0,257.94
0.01001,3.0,18000.0,4231.0,0.093,604.0,2388.0,258.78
0.01001,3.0,18000.0,4752.0,0.069,617.0,2657.0,256.06
0.01001,3.0,18000.0,5540.0,0.03,608.0,2921.0,257.94
0.01001,3.0,18000.0,6213.0,0.006,610.0,3187.0,257.52
0.01001,3.0,18000.0,6849.0,-0.005,610.0,3463.0,257.52
0.01001,3.0,18000.0,441.0,0.674,182.0,260.0,335.94
0.01001,3.0,18000.0,543.0,0.581,182.0,288.0,335.94
0.01001,3.0,18000.0,596.0,0.586,176.0,314.0,336.81
0.01001,3.0,18000.0,665.0,0.524,171.0,321.0,337.52
0.01001,3.0,18000.0,681.0,0.55,172.0,341.0,337.38
0.01001,3.0,18000.0,821.0,0.467,169.0,365.0,337.81
0.01001,3.0,18000.0,971.0,0.397,187.0,403.0,335.21
0.01001,3.0,18000.0,978.0,0.414,143.0,380.0,341.4
0.01001,3.0,18000.0,1161.0,0.357,174.0,438.0,337.09
0.01001,3.0,18000.0,1332.0,0.36,192.0,526.0,334.47
0.01001,3.0,18000.0,1368.0,0.337,164.0,487.0,338.51
0.01001,3.0,18000.0,1441.0,0.358,176.0,547.0,336.81
0.01001,3.0,18000.0,1639.0,0.341,161.0,583.0,338.93
0.01001,3.0,18000.0,1995.0,0.326,155.0,682.0,339.77
0.01001,3.0,18000.0,2046.0,0.287,157.0,650.0,339.49
0.01001,3.0,18000.0,2147.0,0.329,159.0,744.0,339.21
0.01001,3.0,18000.0,2249.0,0.334,166.0,799.0,338.23
0.01001,3.0,18000.0,2554.0,0.319,162.0,875.0,338.79
0.01001,3.0,18000.0,2605.0,0.315,182.0,929.0,335.94
0.01001,3.0,18000.0,2808.0,0.31,179.0,985.0,336.37
0.01001,3.0,18000.0,2961.0,0.315,177.0,1044.0,336.66
0.01001,3.0,18000.0,3189.0,0.316,172.0,1115.0,337.38
0.01001,3.0,18000.0,3443.0,0.308,172.0,1184.0,337.38
0.01001,3.0,18000.0,4168.0,0.294,179.0,1420.0,336.37
0.01001,3.0,18000.0,4968.0,0.282,174.0,1633.0,337.09
0.01001,3.0,18000.0,5845.0,0.274,176.0,1903.0,336.81
0.01001,3.0,18000.0,6607.0,0.284,143.0,2011.0,341.4
0.01001,3.0,20000.0,334.0,0.482,665.0,264.0,265.88
0.01001,3.0,20000.0,375.0,0.454,666.0,292.0,265.68
0.01001,3.0,20000.0,418.0,0.396,689.0,321.0,260.89
0.01001,3.0,20000.0,422.0,0.399,650.0,311.0,268.98
0.01001,3.0,20000.0,471.0,0.363,658.0,342.0,267.33
0.01001,3.0,20000.0,499.0,0.339,669.0,361.0,265.05
0.01001,3.0,20000.0,572.0,0.302,667.0,403.0,265.47
0.01001,3.0,20000.0,653.0,0.247,665.0,441.0,265.88
0.01001,3.0,20000.0,736.0,0.231,669.0,494.0,265.05
0.01001,3.0,20000.0,788.0,0.23,664.0,525.0,266.09
0.01001,3.0,20000.0,836.0,0.215,663.0,550.0,266.3
0.01001,3.0,20000.0,905.0,0.164,671.0,579.0,264.64
0.01001,3.0,20000.0,990.0,0.202,659.0,643.0,267.12
0.01001,3.0,20000.0,1053.0,0.176,672.0,682.0,264.43
0.01001,3.0,20000.0,1152.0,0.125,664.0,709.0,266.09
0.01001,3.0,20000.0,1254.0,0.183,662.0,805.0,266.5
0.01001,3.0,20000.0,1363.0,0.174,662.0,868.0,266.5
0.01001,3.0,20000.0,1473.0,0.145,672.0,931.0,264.43
0.01001,3.0,20000.0,1596.0,0.153,653.0,989.0,268.36
0.01001,3.0,20000.0,1667.0,0.141,673.0,1051.0,264.22
0.01001,3.0,20000.0,1803.0,0.132,672.0,1128.0,264.43
0.01001,3.0,20000.0,1970.0,0.1,662.0,1184.0,266.5
0.01001,3.0,20000.0,2457.0,0.072,649.0,1417.0,269.18
0.01001,3.0,20000.0,2940.0,0.04,643.0,1634.0,270.42
0.01001,3.0,20000.0,3521.0,-0.005,650.0,1902.0,268.98
0.01001,3.0,20000.0,4100.0,-0.03,647.0,2156.0,269.6
0.01001,3.0,20000.0,4734.0,-0.084,658.0,2405.0,267.33
0.01001,3.0,20000.0,5446.0,-0.114,655.0,2672.0,267.95
0.01001,3.0,20000.0,6102.0,-0.142,656.0,2916.0,267.74
0.01001,3.0,20000.0,6570.0,-0.158,664.0,3133.0,266.09
0.01001,3.0,20000.0,6977.0,-0.192,650.0,3130.0,268.98
0.01001,3.0,20000.0,529.0,0.575,226.0,248.0,344.17
0.01001,3.0,20000.0,550.0,0.596,217.0,260.0,345.39
0.01001,3.0,20000.0,689.0,0.461,219.0,281.0,345.12
0.01001,3.0,20000.0,760.0,0.432,210.0,294.0,346.32
0.01001,3.0,20000.0,827.0,0.438,204.0,318.0,347.11
0.01001,3.0,20000.0,848.0,0.444,219.0,339.0,345.12
0.01001,3.0,20000.0,884.0,0.465,212.0,357.0,346.06
0.01001,3.0,20000.0,1029.0,0.446,184.0,383.0,349.66
0.01001,3.0,20000.0,1090.0,0.411,201.0,402.0,347.5
0.01001,3.0,20000.0,1144.0,0.409,201.0,421.0,347.5
0.01001,3.0,20000.0,1193.0,0.397,203.0,433.0,347.24
0.01001,3.0,20000.0,1345.0,0.392,210.0,493.0,346.32
0.01001,3.0,20000.0,1468.0,0.384,217.0,541.0,345.39
0.01001,3.0,20000.0,1487.0,0.366,201.0,515.0,347.5
0.01001,3.0,20000.0,1521.0,0.423,208.0,579.0,346.58
0.01001,3.0,20000.0,1740.0,0.4,201.0,632.0,347.5
0.01001,3.0,20000.0,1858.0,0.387,215.0,686.0,345.66
0.01001,3.0,20000.0,2056.0,0.369,213.0,737.0,345.92
0.01001,3.0,20000.0,2541.0,0.352,201.0,864.0,347.5
0.01001,3.0,20000.0,2732.0,0.347,197.0,913.0,348.01
0.01001,3.0,20000.0,3037.0,0.334,194.0,987.0,348.4
0.01001,3.0,20000.0,3240.0,0.333,192.0,1046.0,348.65
0.01001,3.0,20000.0,3431.0,0.342,192.0,1123.0,348.65
0.01001,3.0,20000.0,3456.0,0.334,213.0,1180.0,345.92
0.01001,3.0,20000.0,4295.0,0.301,210.0,1385.0,346.32
0.01001,3.0,20000.0,5426.0,0.256,212.0,1638.0,346.06
0.01,4.966,3000.0,2218.0,0.413,445.0,1366.0,133.55
0.01,4.966,3000.0,2641.0,0.374,446.0,1525.0,133.31
0.01,4.966,3000.0,3063.0,0.345,441.0,1673.0,134.49
0.01,4.966,3000.0,3424.0,0.33,438.0,1809.0,135.19
0.01,4.966,3000.0,3970.0,0.309,443.0,2018.0,134.02
0.01,4.966,3000.0,4464.0,0.29,434.0,2168.0,136.13
0.01,4.966,3000.0,2902.0,0.355,97.0,1118.0,212.93
0.01,4.966,3000.0,3488.0,0.331,92.0,1247.0,214.02
0.01,4.966,3000.0,4201.0,0.306,88.0,1395.0,214.9
0.01,4.966,5000.0,1514.0,0.572,466.0,1093.0,162.45
0.01,4.966,5000.0,2260.0,0.43,453.0,1338.0,165.45
0.01,4.966,5000.0,2596.0,0.4,452.0,1465.0,165.68
0.01,4.966,5000.0,2869.0,0.39,466.0,1612.0,162.45
0.01,4.966,5000.0,3365.0,0.346,466.0,1761.0,162.45
0.01,4.966,5000.0,4025.0,0.318,451.0,1972.0,165.91
0.01,4.966,5000.0,4531.0,0.292,456.0,2126.0,164.76
0.01,4.966,5000.0,4997.0,0.277,453.0,2268.0,165.45
0.01,4.966,5000.0,5530.0,0.261,456.0,2438.0,164.76
0.01,4.966,5000.0,1319.0,0.611,89.0,744.0,245.84
0.01,4.966,5000.0,1534.0,0.565,101.0,815.0,243.34
0.01,4.966,5000.0,1969.0,0.48,92.0,894.0,245.22
0.01,4.966,5000.0,2330.0,0.435,97.0,967.0,244.18
0.01,4.966,5000.0,2890.0,0.394,89.0,1086.0,245.84
0.01,4.966,5000.0,3564.0,0.355,85.0,1218.0,246.67
0.01,4.966,5000.0,4099.0,0.333,100.0,1354.0,243.55
0.01,4.966,5000.0,4672.0,0.32,106.0,1501.0,242.29
0.01,4.966,7000.0,835.0,0.812,476.0,725.0,185.82
0.01,4.966,7000.0,1148.0,0.647,460.0,840.0,189.45
0.01,4.966,7000.0,1348.0,0.578,493.0,937.0,181.95
0.01,4.966,7000.0,1638.0,0.514,505.0,1063.0,179.21
0.01,4.966,7000.0,2039.0,0.44,489.0,1189.0,182.86
0.01,4.966,7000.0,2424.0,0.391,485.0,1312.0,183.77
0.01,4.966,7000.0,2850.0,0.353,466.0,1429.0,188.09
0.01,4.966,7000.0,3240.0,0.334,468.0,1580.0,187.63
0.01,4.966,7000.0,3628.0,0.307,488.0,1724.0,183.09
0.01,4.966,7000.0,4290.0,0.276,479.0,1913.0,185.14
0.01,4.966,7000.0,4366.0,0.272,467.0,1908.0,187.86
0.01,4.966,7000.0,5117.0,0.237,478.0,2123.0,185.36
0.01,4.966,7000.0,7282.0,0.11,485.0,2342.0,183.77
0.01,4.966,7000.0,322.0,0.995,115.0,259.0,263.63
0.01,4.966,7000.0,869.0,0.814,99.0,591.0,266.82
0.01,4.966,7000.0,1165.0,0.67,109.0,667.0,264.83
0.01,4.966,7000.0,1421.0,0.593,102.0,723.0,266.22
0.01,4.966,7000.0,1747.0,0.522,108.0,797.0,265.03
0.01,4.966,7000.0,2521.0,0.419,104.0,943.0,265.83
0.01,4.966,7000.0,3068.0,0.381,102.0,1055.0,266.22
0.01,4.966,7000.0,3692.0,0.351,113.0,1198.0,264.03
0.01,4.966,7000.0,4277.0,0.335,98.0,1302.0,267.02
0.01,4.966,7000.0,4876.0,0.327,93.0,1438.0,268.01
0.01,4.966,7000.0,5499.0,0.311,99.0,1567.0,266.82
0.01,4.966,7000.0,5996.0,0.301,100.0,1663.0,266.62
0.01,4.966,10000.0,386.0,0.945,491.0,341.0,213.67
0.01,4.966,10000.0,472.0,0.936,515.0,420.0,208.34
0.01,4.966,10000.0,528.0,0.883,496.0,445.0,212.56
0.01,4.966,10000.0,593.0,0.824,506.0,478.0,210.34
0.01,4.966,10000.0,705.0,0.733,522.0,533.0,206.78
0.01,4.966,10000.0,895.0,0.6,506.0,589.0,210.34
0.01,4.966,10000.0,1049.0,0.533,526.0,651.0,205.89
0.01,4.966,10000.0,1234.0,0.464,502.0,695.0,211.23
0.01,4.966,10000.0,1603.0,0.386,513.0,824.0,208.78
0.01,4.966,10000.0,1834.0,0.384,499.0,928.0,211.89
0.01,4.966,10000.0,2195.0,0.338,507.0,1047.0,210.12
0.01,4.966,10000.0,2638.0,0.305,483.0,1164.0,215.43
0.01,4.966,10000.0,3022.0,0.261,509.0,1285.0,209.67
0.01,4.966,10000.0,3772.0,0.185,506.0,1407.0,210.34
0.01,4.966,10000.0,4570.0,0.144,500.0,1560.0,211.67
0.01,4.966,10000.0,5123.0,0.127,502.0,1724.0,211.23
0.01,4.966,10000.0,5909.0,0.106,510.0,1889.0,209.45
0.01,4.966,10000.0,6635.0,0.101,505.0,2081.0,210.56
0.01,4.966,10000.0,7568.0,0.091,501.0,2300.0,211.45
0.01,4.966,10000.0,457.0,0.96,118.0,323.0,290.38
0.01,4.966,10000.0,490.0,0.944,117.0,340.0,290.57
0.01,4.966,10000.0,603.0,0.83,121.0,373.0,289.83
0.01,4.966,10000.0,707.0,0.747,114.0,395.0,291.12
0.01,4.966,10000.0,745.0,0.729,121.0,409.0,289.83
0.01,4.966,10000.0,1001.0,0.566,114.0,438.0,291.12
0.01,4.966,10000.0,1164.0,0.515,118.0,471.0,290.38
0.01,4.966,10000.0,1543.0,0.427,118.0,529.0,290.38
0.01,4.966,10000.0,1862.0,0.383,114.0,584.0,291.12
0.01,4.966,10000.0,2151.0,0.365,114.0,647.0,291.12
0.01,4.966,10000.0,2465.0,0.35,113.0,714.0,291.31
0.01,4.966,10000.0,2704.0,0.342,114.0,770.0,291.12
0.01,4.966,10000.0,2979.0,0.339,119.0,848.0,290.2
0.01,4.966,10000.0,3323.0,0.333,112.0,919.0,291.49
0.01,4.966,10000.0,3704.0,0.334,114.0,1029.0,291.12
0.01,4.966,10000.0,4277.0,0.327,106.0,1150.0,292.59
0.01,4.966,10000.0,4812.0,0.318,114.0,1281.0,291.12
0.01,4.966,10000.0,5474.0,0.304,112.0,1396.0,291.49
0.01,4.966,10000.0,6200.0,0.298,109.0,1542.0,292.04
0.01,4.966,10000.0,6645.0,0.288,117.0,1633.0,290.57
0.01,4.966,12000.0,302.0,0.963,517.0,255.0,226.14
0.01,4.966,12000.0,365.0,0.873,510.0,288.0,227.67
0.01,4.966,12000.0,485.0,0.717,520.0,340.0,225.48
0.01,4.966,12000.0,547.0,0.681,509.0,366.0,227.88
0.01,4.966,12000.0,610.0,0.623,523.0,390.0,224.83
0.01,4.966,12000.0,643.0,0.621,524.0,411.0,224.61
0.01,4.966,12000.0,778.0,0.553,524.0,465.0,224.61
0.01,4.966,12000.0,939.0,0.469,534.0,520.0,222.42
0.01,4.966,12000.0,1069.0,0.456,537.0,583.0,221.76
0.01,4.966,12000.0,1278.0,0.401,526.0,646.0,224.17
0.01,4.966,12000.0,1444.0,0.36,534.0,700.0,222.42
0.01,4.966,12000.0,1771.0,0.327,524.0,813.0,224.61
0.01,4.966,12000.0,2238.0,0.25,528.0,927.0,223.74
0.01,4.966,12000.0,2776.0,0.191,514.0,1030.0,226.79
0.01,4.966,12000.0,3237.0,0.164,521.0,1157.0,225.27
0.01,4.966,12000.0,3687.0,0.148,520.0,1278.0,225.48
0.01,4.966,12000.0,4019.0,0.145,527.0,1396.0,223.95
0.01,4.966,12000.0,4495.0,0.138,524.0,1534.0,224.61
0.01,4.966,12000.0,4892.0,0.138,529.0,1675.0,223.52
0.01,4.966,12000.0,5664.0,0.126,520.0,1863.0,225.48
0.01,4.966,12000.0,5689.0,0.124,521.0,1868.0,225.27
0.01,4.966,12000.0,6272.0,0.128,521.0,2069.0,225.27
0.01,4.966,12000.0,7180.0,0.118,518.0,2302.0,225.92
0.01,4.966,12000.0,401.0,0.814,128.0,223.0,303.94
0.01,4.966,12000.0,502.0,0.717,126.0,250.0,304.29
0.01,4.966,12000.0,549.0,0.644,128.0,249.0,303.94
0.01,4.966,12000.0,645.0,0.589,121.0,270.0,305.17
0.01,4.966,12000.0,806.0,0.503,121.0,295.0,305.17
0.01,4.966,12000.0,942.0,0.46,110.0,314.0,307.07
0.01,4.966,12000.0,1082.0,0.422,120.0,342.0,305.34
0.01,4.966,12000.0,1095.0,0.428,133.0,356.0,303.07
0.01,4.966,12000.0,1309.0,0.383,121.0,384.0,305.17
0.01,4.966,12000.0,1333.0,0.402,131.0,412.0,303.42
0.01,4.966,12000.0,1538.0,0.373,120.0,440.0,305.34
0.01,4.966,12000.0,1581.0,0.382,126.0,464.0,304.29
0.01,4.966,12000.0,1915.0,0.338,137.0,521.0,302.36
0.01,4.966,12000.0,2321.0,0.312,123.0,579.0,304.82
0.01,4.966,12000.0,2662.0,0.302,112.0,633.0,306.72
0.01,4.966,12000.0,2844.0,0.303,117.0,683.0,305.86
0.01,4.966,12000.0,3176.0,0.301,115.0,755.0,306.2
0.01,4.966,12000.0,3414.0,0.303,127.0,835.0,304.12
0.01,4.966,12000.0,3725.0,0.305,120.0,902.0,305.34
0.01,4.966,12000.0,4100.0,0.31,124.0,1011.0,304.64
0.01,4.966,12000.0,4774.0,0.308,112.0,1141.0,306.72
