,D,L,P,G,Xchf,DHin,CHF,Tin,L/D
12120,0.00578,2.0,17650000.0,1493.0,0.14,1041000.0,1236000.0,430.91999999999996,346.0207612456747
12121,0.00578,2.0,17650000.0,1493.0,0.147,954000.0,1149000.0,451.15,346.0207612456747
12122,0.00578,2.0,17650000.0,1493.0,0.154,864000.0,1059000.0,471.77,346.0207612456747
12123,0.00578,2.0,17650000.0,1493.0,0.184,768000.0,986000.0,493.31999999999994,346.0207612456747
12124,0.00578,2.0,17650000.0,1493.0,0.232,679000.0,931000.0,512.81,346.0207612456747
12125,0.00578,2.0,17650000.0,1493.0,0.239,587000.0,842000.0,532.3499999999999,346.0207612456747
12126,0.00578,2.0,17650000.0,1493.0,0.279,485000.0,771000.0,553.14,346.0207612456747
12127,0.00578,2.0,17650000.0,1493.0,0.338,372000.0,707000.0,574.8199999999999,346.0207612456747
12128,0.00578,2.0,17650000.0,1493.0,0.36,255000.0,604000.0,595.29,346.0207612456747
12129,0.00578,2.0,17650000.0,1493.0,0.382,123000.0,482000.0,615.02,346.0207612456747
12130,0.00578,2.0,17650000.0,1493.0,0.4,47000.0,409000.0,624.0899999999999,346.0207612456747
12131,0.00578,2.0,17650000.0,1588.0,0.329,372000.0,743000.0,574.8199999999999,346.0207612456747
12132,0.00578,2.0,17650000.0,2118.0,0.272,378000.0,928000.0,573.71,346.0207612456747
12133,0.00578,2.0,17650000.0,2118.0,0.267,372000.0,915000.0,574.8199999999999,346.0207612456747
12134,0.00578,2.0,17650000.0,3441.0,-0.121,1543000.0,3547000.0,310.97999999999996,346.0207612456747
12135,0.00578,2.0,17650000.0,3441.0,-0.064,1461000.0,3465000.0,330.77,346.0207612456747
12136,0.00578,2.0,17650000.0,3441.0,-0.03,1381000.0,3337000.0,350.03999999999996,346.0207612456747
12137,0.00578,2.0,17650000.0,3441.0,0.006,1297000.0,3198000.0,370.21,346.0207612456747
12138,0.00578,2.0,17650000.0,3441.0,0.014,1213000.0,3014000.0,390.28,346.0207612456747
12139,0.00578,2.0,17650000.0,3441.0,0.021,1128000.0,2819000.0,410.45,346.0207612456747
12140,0.00578,2.0,17650000.0,3441.0,0.032,1041000.0,2629000.0,430.91999999999996,346.0207612456747
12141,0.00578,2.0,17650000.0,3441.0,0.07,958000.0,2501000.0,450.23,346.0207612456747
12142,0.00578,2.0,17650000.0,3441.0,0.083,866000.0,2306000.0,471.30999999999995,346.0207612456747
12143,0.00578,2.0,17650000.0,3441.0,0.12,773000.0,2152000.0,492.21,346.0207612456747
12144,0.00578,2.0,17650000.0,3441.0,0.141,679000.0,1966000.0,512.81,346.0207612456747
12145,0.00578,2.0,17650000.0,3441.0,0.183,582000.0,1818000.0,533.39,346.0207612456747
12146,0.00578,2.0,17650000.0,3441.0,0.247,485000.0,1716000.0,553.14,346.0207612456747
12147,0.00578,2.0,17650000.0,3441.0,0.269,372000.0,1492000.0,574.8199999999999,346.0207612456747
12148,0.00578,2.0,17650000.0,3441.0,0.311,252000.0,1287000.0,595.78,346.0207612456747
12149,0.00578,2.0,17650000.0,3441.0,0.341,123000.0,1031000.0,615.02,346.0207612456747
12150,0.00578,2.0,17650000.0,3441.0,0.369,51000.0,889000.0,623.66,346.0207612456747
12151,0.00578,2.0,17650000.0,3176.0,0.247,378000.0,1347000.0,573.71,346.0207612456747
12152,0.00578,2.0,17650000.0,3706.0,0.241,372000.0,1546000.0,574.8199999999999,346.0207612456747
12153,0.00578,2.0,17650000.0,4235.0,0.234,372000.0,1751000.0,574.8199999999999,346.0207612456747
12154,0.00578,2.0,17650000.0,4764.0,0.217,372000.0,1921000.0,574.8199999999999,346.0207612456747
12155,0.00578,2.0,17650000.0,5050.0,-0.057,1132000.0,3919000.0,409.51,346.0207612456747
12156,0.00578,2.0,17650000.0,5050.0,-0.041,1041000.0,3640000.0,430.91999999999996,346.0207612456747
12157,0.00578,2.0,17650000.0,5050.0,-0.005,954000.0,3430000.0,451.15,346.0207612456747
12158,0.00578,2.0,17650000.0,5082.0,0.012,864000.0,3187000.0,471.77,346.0207612456747
12159,0.00578,2.0,17650000.0,5082.0,0.053,777000.0,3001000.0,491.31999999999994,346.0207612456747
12160,0.00578,2.0,17650000.0,5082.0,0.085,674000.0,2726000.0,513.89,346.0207612456747
12161,0.00578,2.0,17650000.0,5082.0,0.132,582000.0,2536000.0,533.39,346.0207612456747
12162,0.00578,2.0,17650000.0,5082.0,0.176,480000.0,2302000.0,554.13,346.0207612456747
12163,0.00578,3.0,17650000.0,1493.0,0.176,1545000.0,1202000.0,310.49,519.0311418685121
12164,0.00578,3.0,17650000.0,1493.0,0.14,1469000.0,1128000.0,328.84,519.0311418685121
12165,0.00578,3.0,17650000.0,1493.0,0.173,1385000.0,1087000.0,349.08,519.0311418685121
12166,0.00578,3.0,17650000.0,1493.0,0.21,1301000.0,1049000.0,369.25,519.0311418685121
12167,0.00578,3.0,17650000.0,1493.0,0.239,1209000.0,1000000.0,391.22999999999996,519.0311418685121
12168,0.00578,3.0,17650000.0,1493.0,0.228,1123000.0,933000.0,411.64,519.0311418685121
12169,0.00578,3.0,17650000.0,1493.0,0.221,1037000.0,867000.0,431.86,519.0311418685121
12170,0.00578,3.0,17650000.0,1493.0,0.213,958000.0,807000.0,450.23,519.0311418685121
12171,0.00578,3.0,17650000.0,1493.0,0.254,864000.0,765000.0,471.77,519.0311418685121
12172,0.00578,3.0,17650000.0,1493.0,0.29,768000.0,719000.0,493.31999999999994,519.0311418685121
12173,0.00578,3.0,17650000.0,1493.0,0.279,674000.0,646000.0,513.89,519.0311418685121
12174,0.00578,3.0,17650000.0,1493.0,0.301,582000.0,595000.0,533.39,519.0311418685121
12175,0.00578,3.0,17650000.0,1493.0,0.327,485000.0,541000.0,553.14,519.0311418685121
12176,0.00578,3.0,17650000.0,1493.0,0.364,372000.0,487000.0,574.8199999999999,519.0311418685121
12177,0.00578,3.0,17650000.0,1493.0,0.393,255000.0,422000.0,595.29,519.0311418685121
12178,0.00578,3.0,17650000.0,1493.0,0.433,130000.0,355000.0,614.0899999999999,519.0311418685121
12179,0.00578,3.0,17650000.0,3335.0,0.034,1554000.0,2512000.0,308.32,519.0311418685121
12180,0.00578,3.0,17650000.0,3335.0,0.044,1469000.0,2395000.0,328.84,519.0311418685121
12181,0.00578,3.0,17650000.0,3335.0,0.033,1385000.0,2244000.0,349.08,519.0311418685121
12182,0.00578,3.0,17650000.0,3335.0,0.067,1301000.0,2151000.0,369.25,519.0311418685121
12183,0.00578,3.0,17650000.0,3335.0,0.115,1213000.0,2081000.0,390.28,519.0311418685121
12184,0.00578,3.0,17650000.0,3335.0,0.138,1128000.0,1974000.0,410.45,519.0311418685121
12185,0.00578,3.0,17650000.0,3335.0,0.135,1041000.0,1834000.0,430.91999999999996,519.0311418685121
12186,0.00578,3.0,17650000.0,3335.0,0.164,956000.0,1737000.0,450.68999999999994,519.0311418685121
12187,0.00578,3.0,17650000.0,3335.0,0.192,864000.0,1630000.0,471.77,519.0311418685121
12188,0.00578,3.0,17650000.0,3335.0,0.23,773000.0,1536000.0,492.21,519.0311418685121
12189,0.00578,3.0,17650000.0,3335.0,0.232,679000.0,1390000.0,512.81,519.0311418685121
12190,0.00578,3.0,17650000.0,3335.0,0.243,582000.0,1254000.0,533.39,519.0311418685121
12191,0.00578,3.0,17650000.0,3335.0,0.283,480000.0,1147000.0,554.13,519.0311418685121
12192,0.00578,3.0,17650000.0,3335.0,0.311,378000.0,1028000.0,573.71,519.0311418685121
12193,0.00578,3.0,17650000.0,3335.0,0.337,248000.0,862000.0,596.43,519.0311418685121
12194,0.00578,3.0,17650000.0,3335.0,0.365,123000.0,696000.0,615.02,519.0311418685121
12195,0.00578,3.0,17650000.0,5029.0,-0.037,1461000.0,3419000.0,330.77,519.0311418685121
12196,0.00578,3.0,17650000.0,5019.0,0.024,1381000.0,3349000.0,350.03999999999996,519.0311418685121
12197,0.00578,3.0,17650000.0,4997.0,-0.002,1297000.0,3081000.0,370.21,519.0311418685121
12198,0.00578,3.0,17650000.0,4997.0,0.009,1213000.0,2907000.0,390.28,519.0311418685121
12199,0.00578,3.0,17650000.0,4997.0,0.032,1128000.0,2744000.0,410.45,519.0311418685121
12200,0.00578,3.0,17650000.0,5019.0,0.042,1041000.0,2570000.0,430.91999999999996,519.0311418685121
12201,0.00578,3.0,17650000.0,5019.0,0.087,954000.0,2453000.0,451.15,519.0311418685121
12202,0.00578,3.0,17650000.0,5019.0,0.154,869000.0,2384000.0,470.63,519.0311418685121
12203,0.00578,3.0,17650000.0,4997.0,0.201,773000.0,2244000.0,492.21,519.0311418685121
12204,0.00578,3.0,17650000.0,4997.0,0.203,674000.0,2017000.0,513.89,519.0311418685121
12205,0.00578,3.0,17650000.0,4997.0,0.245,582000.0,1882000.0,533.39,519.0311418685121
12206,0.00585,4.0,17650000.0,1499.0,0.185,1545000.0,919000.0,310.49,683.7606837606837
12207,0.00585,4.0,17650000.0,1499.0,0.197,1461000.0,879000.0,330.77,683.7606837606837
12208,0.00585,4.0,17650000.0,1499.0,0.209,1381000.0,842000.0,350.03999999999996,683.7606837606837
12209,0.00585,4.0,17650000.0,1499.0,0.24,1297000.0,809000.0,370.21,683.7606837606837
12210,0.00585,4.0,17650000.0,1499.0,0.233,1213000.0,760000.0,390.28,683.7606837606837
12211,0.00585,4.0,17650000.0,1499.0,0.279,1132000.0,737000.0,409.51,683.7606837606837
12212,0.00585,4.0,17650000.0,1499.0,0.315,1041000.0,703000.0,430.91999999999996,683.7606837606837
12213,0.00585,4.0,17650000.0,1499.0,0.319,949000.0,655000.0,452.30999999999995,683.7606837606837
12214,0.00585,4.0,17650000.0,1499.0,0.337,864000.0,618000.0,471.77,683.7606837606837
12215,0.00585,4.0,17650000.0,1499.0,0.344,773000.0,574000.0,492.21,683.7606837606837
12216,0.00585,4.0,17650000.0,1499.0,0.366,679000.0,532000.0,512.81,683.7606837606837
12217,0.00585,4.0,17650000.0,1499.0,0.383,582000.0,488000.0,533.39,683.7606837606837
12218,0.00585,4.0,17650000.0,1499.0,0.44,475000.0,457000.0,555.12,683.7606837606837
12219,0.00585,4.0,17650000.0,1499.0,0.448,378000.0,409000.0,573.71,683.7606837606837
12220,0.00585,4.0,17650000.0,1499.0,0.405,255000.0,326000.0,595.29,683.7606837606837
12221,0.00585,4.0,17650000.0,1499.0,0.437,123000.0,268000.0,615.02,683.7606837606837
12222,0.00585,4.0,17650000.0,1499.0,0.433,47000.0,222000.0,624.0899999999999,683.7606837606837
12223,0.00585,4.0,17650000.0,3308.0,0.118,1549000.0,1970000.0,309.53,683.7606837606837
12224,0.00585,4.0,17650000.0,3308.0,0.097,1465000.0,1850000.0,329.80999999999995,683.7606837606837
12225,0.00585,4.0,17650000.0,3308.0,0.109,1377000.0,1756000.0,351.0,683.7606837606837
12226,0.00585,4.0,17650000.0,3308.0,0.146,1297000.0,1696000.0,370.21,683.7606837606837
12227,0.00585,4.0,17650000.0,3308.0,0.16,1213000.0,1609000.0,390.28,683.7606837606837
12228,0.00585,4.0,17650000.0,3308.0,0.197,1123000.0,1535000.0,411.64,683.7606837606837
12229,0.00585,4.0,17650000.0,3308.0,0.196,1044000.0,1444000.0,430.21999999999997,683.7606837606837
12230,0.00585,4.0,17650000.0,3328.0,0.22,954000.0,1366000.0,451.15,683.7606837606837
12231,0.00585,4.0,17650000.0,3328.0,0.25,869000.0,1294000.0,470.63,683.7606837606837
12232,0.00585,4.0,17650000.0,3328.0,0.269,775000.0,1202000.0,491.77,683.7606837606837
12233,0.00585,4.0,17650000.0,3328.0,0.291,679000.0,1110000.0,512.81,683.7606837606837
12234,0.00585,4.0,17650000.0,3328.0,0.309,579000.0,1009000.0,534.02,683.7606837606837
12235,0.00585,4.0,17650000.0,3328.0,0.346,480000.0,930000.0,554.13,683.7606837606837
12236,0.00585,4.0,17650000.0,3328.0,0.358,372000.0,816000.0,574.8199999999999,683.7606837606837
12237,0.00585,4.0,17650000.0,3328.0,0.361,261000.0,689000.0,594.3,683.7606837606837
12238,0.00585,4.0,17650000.0,3328.0,0.406,130000.0,575000.0,614.0899999999999,683.7606837606837
12239,0.00585,4.0,17650000.0,4951.0,0.035,1545000.0,2814000.0,310.49,683.7606837606837
12240,0.00585,4.0,17650000.0,4951.0,0.049,1465000.0,2698000.0,329.80999999999995,683.7606837606837
12241,0.00585,4.0,17650000.0,4951.0,0.065,1381000.0,2571000.0,350.03999999999996,683.7606837606837
12242,0.00585,4.0,17650000.0,4951.0,0.08,1297000.0,2443000.0,370.21,683.7606837606837
12243,0.00585,4.0,17650000.0,4951.0,0.103,1213000.0,2324000.0,390.28,683.7606837606837
12244,0.00585,4.0,17650000.0,4951.0,0.132,1132000.0,2223000.0,409.51,683.7606837606837
12245,0.00585,4.0,17650000.0,4951.0,0.158,1046000.0,2107000.0,429.75,683.7606837606837
12246,0.00585,4.0,17650000.0,4951.0,0.184,949000.0,1973000.0,452.30999999999995,683.7606837606837
12247,0.00585,4.0,17650000.0,4951.0,0.215,862000.0,1864000.0,472.21999999999997,683.7606837606837
12248,0.00585,4.0,17650000.0,4951.0,0.223,777000.0,1728000.0,491.31999999999994,683.7606837606837
12249,0.00585,4.0,17650000.0,5003.0,0.257,676000.0,1615000.0,513.46,683.7606837606837
12250,0.00585,4.0,17650000.0,5003.0,0.281,582000.0,1480000.0,533.39,683.7606837606837
12251,0.00585,4.0,17650000.0,5003.0,0.304,485000.0,1344000.0,553.14,683.7606837606837
12252,0.00585,4.0,17650000.0,5003.0,0.34,378000.0,1210000.0,573.71,683.7606837606837
12253,0.00585,4.0,17650000.0,5003.0,0.373,255000.0,1045000.0,595.29,683.7606837606837
12254,0.00585,4.0,17650000.0,5013.0,0.413,123000.0,865000.0,615.02,683.7606837606837
12255,0.00585,4.0,17650000.0,5013.0,0.451,55000.0,787000.0,623.23,683.7606837606837
12256,0.00585,5.0,17650000.0,1499.0,0.3,1128000.0,595000.0,410.45,854.7008547008546
12257,0.00585,5.0,17650000.0,1499.0,0.279,1213000.0,625000.0,390.28,854.7008547008546
12258,0.00585,5.0,17650000.0,1499.0,0.332,1046000.0,571000.0,429.75,854.7008547008546
12259,0.00585,5.0,17650000.0,1499.0,0.347,954000.0,537000.0,451.15,854.7008547008546
12260,0.00585,5.0,17650000.0,1499.0,0.356,864000.0,501000.0,471.77,854.7008547008546
12261,0.00585,5.0,17650000.0,1499.0,0.364,773000.0,466000.0,492.21,854.7008547008546
12262,0.00585,5.0,17650000.0,1499.0,0.349,679000.0,421000.0,512.81,854.7008547008546
12263,0.00585,5.0,17650000.0,1499.0,0.365,582000.0,384000.0,533.39,854.7008547008546
12264,0.00585,5.0,17650000.0,1499.0,0.388,480000.0,350000.0,554.13,854.7008547008546
12265,0.00585,5.0,17650000.0,1499.0,0.384,372000.0,303000.0,574.8199999999999,854.7008547008546
12266,0.00585,5.0,17650000.0,1499.0,0.403,255000.0,260000.0,595.29,854.7008547008546
12267,0.00585,5.0,17650000.0,1499.0,0.441,123000.0,216000.0,615.02,854.7008547008546
12268,0.00585,5.0,17650000.0,3359.0,0.138,1213000.0,1288000.0,390.28,854.7008547008546
12269,0.00585,5.0,17650000.0,3359.0,0.13,1128000.0,1200000.0,410.45,854.7008547008546
12270,0.00585,5.0,17650000.0,3359.0,0.172,1041000.0,1150000.0,430.91999999999996,854.7008547008546
12271,0.00585,5.0,17650000.0,3359.0,0.188,954000.0,1079000.0,451.15,854.7008547008546
12272,0.00585,5.0,17650000.0,3359.0,0.234,864000.0,1029000.0,471.77,854.7008547008546
12273,0.00585,5.0,17650000.0,3359.0,0.249,773000.0,953000.0,492.21,854.7008547008546
12274,0.00585,5.0,17650000.0,3359.0,0.257,679000.0,869000.0,512.81,854.7008547008546
12275,0.00585,5.0,17650000.0,3359.0,0.261,582000.0,780000.0,533.39,854.7008547008546
12276,0.00585,5.0,17650000.0,3359.0,0.288,480000.0,704000.0,554.13,854.7008547008546
12277,0.00585,5.0,17650000.0,3359.0,0.311,372000.0,622000.0,574.8199999999999,854.7008547008546
12278,0.00585,5.0,17650000.0,3359.0,0.383,255000.0,569000.0,595.29,854.7008547008546
12279,0.00585,5.0,17650000.0,3359.0,0.427,191000.0,541000.0,605.38,854.7008547008546
12280,0.00585,5.0,17650000.0,3359.0,0.429,123000.0,476000.0,615.02,854.7008547008546
12281,0.00585,5.0,17650000.0,5003.0,0.143,1213000.0,1918000.0,390.28,854.7008547008546
12282,0.00585,5.0,17650000.0,5003.0,0.176,1128000.0,1837000.0,410.45,854.7008547008546
12283,0.00585,5.0,17650000.0,5003.0,0.187,1041000.0,1721000.0,430.91999999999996,854.7008547008546
12284,0.00585,5.0,17650000.0,5003.0,0.209,954000.0,1628000.0,451.15,854.7008547008546
12285,0.00585,5.0,17650000.0,5003.0,0.245,864000.0,1546000.0,471.77,854.7008547008546
12286,0.00585,5.0,17650000.0,5003.0,0.259,768000.0,1418000.0,493.31999999999994,854.7008547008546
12287,0.00585,5.0,17650000.0,5003.0,0.286,679000.0,1325000.0,512.81,854.7008547008546
12288,0.00585,5.0,17650000.0,5003.0,0.327,582000.0,1240000.0,533.39,854.7008547008546
12289,0.00585,5.0,17650000.0,5003.0,0.354,480000.0,1128000.0,554.13,854.7008547008546
12290,0.00585,5.0,17650000.0,5034.0,0.372,366000.0,995000.0,575.92,854.7008547008546
12291,0.00585,5.0,17650000.0,5003.0,0.428,255000.0,901000.0,595.29,854.7008547008546
12292,0.00585,6.0,17650000.0,1499.0,0.341,1128000.0,508000.0,410.45,1025.6410256410256
12293,0.00585,6.0,17650000.0,1499.0,0.368,1039000.0,483000.0,431.39,1025.6410256410256
12294,0.00585,6.0,17650000.0,1499.0,0.36,954000.0,451000.0,451.15,1025.6410256410256
12295,0.00585,6.0,17650000.0,1499.0,0.359,866000.0,423000.0,471.30999999999995,1025.6410256410256
12296,0.00585,6.0,17650000.0,1499.0,0.364,768000.0,386000.0,493.31999999999994,1025.6410256410256
12297,0.00585,6.0,17650000.0,1499.0,0.37,679000.0,355000.0,512.81,1025.6410256410256
12298,0.00585,6.0,17650000.0,1499.0,0.383,582000.0,325000.0,533.39,1025.6410256410256
12299,0.00585,6.0,17650000.0,1499.0,0.396,483000.0,294000.0,553.54,1025.6410256410256
12300,0.00585,6.0,17650000.0,1499.0,0.413,378000.0,262000.0,573.71,1025.6410256410256
12301,0.00585,6.0,17650000.0,1499.0,0.431,248000.0,223000.0,596.43,1025.6410256410256
12302,0.00585,6.0,17650000.0,1499.0,0.472,47000.0,159000.0,624.0899999999999,1025.6410256410256
12303,0.00585,6.0,17650000.0,3370.0,0.199,1461000.0,1321000.0,330.77,1025.6410256410256
12304,0.00585,6.0,17650000.0,3370.0,0.162,1381000.0,1230000.0,350.03999999999996,1025.6410256410256
12305,0.00585,6.0,17650000.0,3370.0,0.14,1301000.0,1150000.0,369.25,1025.6410256410256
12306,0.00585,6.0,17650000.0,3370.0,0.197,1209000.0,1114000.0,391.22999999999996,1025.6410256410256
12307,0.00585,6.0,17650000.0,3370.0,0.232,1128000.0,1069000.0,410.45,1025.6410256410256
12308,0.00585,6.0,17650000.0,3370.0,0.251,1041000.0,1014000.0,430.91999999999996,1025.6410256410256
12309,0.00585,6.0,17650000.0,3370.0,0.27,958000.0,959000.0,450.23,1025.6410256410256
12310,0.00585,6.0,17650000.0,3370.0,0.294,869000.0,903000.0,470.63,1025.6410256410256
12311,0.00585,6.0,17650000.0,3370.0,0.297,768000.0,825000.0,493.31999999999994,1025.6410256410256
12312,0.00585,6.0,17650000.0,3370.0,0.31,676000.0,760000.0,513.46,1025.6410256410256
12313,0.00585,6.0,17650000.0,3370.0,0.34,631000.0,744000.0,523.0899999999999,1025.6410256410256
12314,0.0077,1.645,17650000.0,1915.0,0.003,756000.0,1697000.0,495.98,213.63636363636363
12315,0.0077,1.65,17650000.0,1874.0,0.058,740000.0,1721000.0,499.51,214.28571428571428
12316,0.00773,1.65,17650000.0,817.0,0.101,922000.0,965000.0,458.52,213.4540750323415
12317,0.00773,1.65,17650000.0,948.0,0.117,812000.0,1000000.0,483.5,213.4540750323415
12318,0.0077,1.65,17650000.0,1647.0,0.081,672000.0,1418000.0,514.3199999999999,214.28571428571428
12319,0.0077,1.65,17650000.0,2673.0,0.094,503000.0,1756000.0,549.55,214.28571428571428
12320,0.0077,1.65,17650000.0,2673.0,0.11,480000.0,1721000.0,554.13,214.28571428571428
12321,0.0077,1.65,17650000.0,3544.0,0.104,435000.0,2093000.0,562.93,214.28571428571428
12322,0.00782,0.25,17650000.0,1018.0,-0.469,777000.0,3144000.0,491.31999999999994,31.9693094629156
12323,0.00782,0.25,17650000.0,1018.0,-0.407,683000.0,2822000.0,511.93999999999994,31.9693094629156
12324,0.00782,0.25,17650000.0,1018.0,-0.319,587000.0,2633000.0,532.3499999999999,31.9693094629156
12325,0.00782,0.25,17650000.0,1018.0,-0.224,480000.0,2424000.0,554.13,31.9693094629156
12326,0.00782,0.25,17650000.0,1018.0,-0.147,378000.0,2141000.0,573.71,31.9693094629156
12327,0.00782,0.25,17650000.0,1504.0,-0.487,777000.0,4489000.0,491.31999999999994,31.9693094629156
12328,0.00782,0.25,17650000.0,1504.0,-0.427,683000.0,3978000.0,511.93999999999994,31.9693094629156
12329,0.00782,0.25,17650000.0,1504.0,-0.345,582000.0,3580000.0,533.39,31.9693094629156
12330,0.00782,0.25,17650000.0,1504.0,-0.265,480000.0,3183000.0,554.13,31.9693094629156
12331,0.00782,0.25,17650000.0,1504.0,-0.19,378000.0,2765000.0,573.71,31.9693094629156
12332,0.00782,0.25,17650000.0,2007.0,-0.436,674000.0,5020000.0,513.89,31.9693094629156
12333,0.00782,0.25,17650000.0,2007.0,-0.365,577000.0,4433000.0,534.43,31.9693094629156
12334,0.00782,0.25,17650000.0,1996.0,-0.298,480000.0,3826000.0,554.13,31.9693094629156
12335,0.00782,0.25,17650000.0,3002.0,-0.436,582000.0,5437000.0,533.39,31.9693094629156
12336,0.00782,0.25,17650000.0,3002.0,-0.353,480000.0,4717000.0,554.13,31.9693094629156
12337,0.008,1.65,17650000.0,1487.0,0.143,537000.0,1186000.0,542.67,206.24999999999997
12338,0.00798,1.65,17650000.0,1678.0,0.089,669000.0,1500000.0,514.96,206.7669172932331
12339,0.00798,1.65,17650000.0,2411.0,0.273,112000.0,1000000.0,616.46,206.7669172932331
12340,0.00798,1.65,17650000.0,2744.0,0.194,273000.0,1477000.0,592.29,206.7669172932331
12341,0.00798,1.65,17650000.0,2839.0,0.063,559000.0,2105000.0,538.16,206.7669172932331
12342,0.00795,1.65,17650000.0,3050.0,0.254,94000.0,1139000.0,618.72,207.54716981132074
12343,0.00795,1.65,17650000.0,3358.0,0.194,185000.0,1442000.0,606.28,207.54716981132074
12344,0.00795,1.65,17650000.0,3621.0,0.252,86000.0,1314000.0,619.69,207.54716981132074
12345,0.00795,1.65,17650000.0,3621.0,0.246,82000.0,1267000.0,620.17,207.54716981132074
12346,0.00795,1.65,17650000.0,3638.0,0.247,75000.0,1244000.0,620.99,207.54716981132074
12347,0.00795,1.65,17650000.0,3739.0,0.154,291000.0,1930000.0,589.24,207.54716981132074
12348,0.00798,1.65,17650000.0,3811.0,0.062,485000.0,2488000.0,553.14,206.7669172932331
12349,0.00798,1.65,17650000.0,3811.0,0.197,198000.0,1721000.0,604.3299999999999,206.7669172932331
12350,0.00792,1.65,17650000.0,4004.0,0.196,185000.0,1721000.0,606.28,208.33333333333331
12351,0.00792,1.65,17650000.0,4021.0,0.197,185000.0,1721000.0,606.28,208.33333333333331
12352,0.00797,1.65,17650000.0,4154.0,0.107,364000.0,2314000.0,576.29,207.02634880803012
12353,0.00795,1.65,17650000.0,4449.0,0.133,285000.0,2186000.0,590.26,207.54716981132074
12354,0.00795,1.65,17650000.0,4449.0,0.148,273000.0,2186000.0,592.29,207.54716981132074
12355,0.00795,1.65,17650000.0,4522.0,0.041,432000.0,2581000.0,563.51,207.54716981132074
12356,0.00795,1.65,17650000.0,4774.0,0.051,422000.0,2698000.0,565.42,207.54716981132074
12358,0.008,1.65,17650000.0,1487.0,0.143,537000.0,1186000.0,542.67,206.24999999999997
12359,0.008,1.65,17650000.0,2217.0,0.165,352000.0,1337000.0,578.47,206.24999999999997
12360,0.008,1.65,17650000.0,2907.0,0.168,332000.0,1697000.0,582.0699999999999,206.24999999999997
12361,0.00805,2.0,17650000.0,999.0,0.253,582000.0,792000.0,533.39,248.4472049689441
12362,0.00805,2.0,17650000.0,999.0,0.323,480000.0,751000.0,554.13,248.4472049689441
12363,0.00805,2.0,17650000.0,999.0,0.36,372000.0,676000.0,574.8199999999999,248.4472049689441
12364,0.00805,2.0,17650000.0,999.0,0.368,255000.0,571000.0,595.29,248.4472049689441
12365,0.00805,2.0,17650000.0,1458.0,0.16,587000.0,1053000.0,532.3499999999999,248.4472049689441
12366,0.00805,2.0,17650000.0,1458.0,0.186,480000.0,933000.0,554.13,248.4472049689441
12367,0.00805,2.0,17650000.0,1458.0,0.232,372000.0,837000.0,574.8199999999999,248.4472049689441
12368,0.00805,2.0,17650000.0,1458.0,0.295,255000.0,744000.0,595.29,248.4472049689441
12369,0.00805,2.0,17650000.0,2014.0,0.116,582000.0,1372000.0,533.39,248.4472049689441
12370,0.00805,2.0,17650000.0,2014.0,0.164,475000.0,1232000.0,555.12,248.4472049689441
12371,0.00805,2.0,17650000.0,2014.0,0.204,372000.0,1110000.0,574.8199999999999,248.4472049689441
12372,0.00805,2.0,17650000.0,2014.0,0.257,255000.0,971000.0,595.29,248.4472049689441
12373,0.00805,2.0,17650000.0,2784.0,0.068,582000.0,1791000.0,533.39,248.4472049689441
12374,0.00805,2.0,17650000.0,2784.0,0.122,480000.0,1628000.0,554.13,248.4472049689441
12375,0.00805,2.0,17650000.0,2784.0,0.168,372000.0,1453000.0,574.8199999999999,248.4472049689441
12376,0.00805,2.0,17650000.0,2784.0,0.222,255000.0,1267000.0,595.29,248.4472049689441
12377,0.00805,2.0,17650000.0,3335.0,0.042,582000.0,2070000.0,533.39,248.4472049689441
12378,0.00805,2.0,17650000.0,3335.0,0.086,480000.0,1860000.0,554.13,248.4472049689441
12379,0.00805,2.0,17650000.0,3335.0,0.152,372000.0,1697000.0,574.8199999999999,248.4472049689441
12380,0.00805,2.0,17650000.0,3335.0,0.195,248000.0,1430000.0,596.43,248.4472049689441
12381,0.00795,2.0,17650000.0,985.0,0.011,1545000.0,1500000.0,310.49,251.57232704402514
12382,0.00795,2.0,17650000.0,985.0,0.044,1461000.0,1453000.0,330.77,251.57232704402514
12383,0.00795,2.0,17650000.0,985.0,0.067,1381000.0,1383000.0,350.03999999999996,251.57232704402514
12384,0.00795,2.0,17650000.0,985.0,0.085,1293000.0,1314000.0,371.15999999999997,251.57232704402514
12385,0.00795,2.0,17650000.0,985.0,0.115,1209000.0,1256000.0,391.22999999999996,251.57232704402514
12386,0.00795,2.0,17650000.0,985.0,0.123,1128000.0,1186000.0,410.45,251.57232704402514
12387,0.00795,2.0,17650000.0,985.0,0.125,1041000.0,1107000.0,430.91999999999996,251.57232704402514
12388,0.00795,2.0,17650000.0,985.0,0.161,958000.0,1056000.0,450.23,251.57232704402514
12389,0.00795,2.0,17650000.0,985.0,0.173,864000.0,974000.0,471.77,251.57232704402514
12390,0.00795,2.0,17650000.0,985.0,0.194,773000.0,904000.0,492.21,251.57232704402514
12391,0.00795,2.0,17650000.0,985.0,0.233,679000.0,845000.0,512.81,251.57232704402514
12392,0.00795,2.0,17650000.0,985.0,0.263,582000.0,776000.0,533.39,251.57232704402514
12393,0.00795,2.0,17650000.0,985.0,0.325,475000.0,725000.0,555.12,251.57232704402514
